?class	?labels	?synonyms	?definitions
<http://purl.jp/bio/10/gmo/GMO_001419>	"ビタミンK1溶液 | Vitamin K1 solution"		
<http://purl.jp/bio/10/gmo/GMO_001420>	"Oxoid &trade; Lab-lemco broth"		
<http://purl.jp/bio/10/gmo/GMO_001421>	"乾燥牛胆汁 | Ox bile desiccated"		
<http://purl.jp/bio/10/gmo/GMO_001422>	"Cytidine | シチジン"		
<http://purl.jp/bio/10/gmo/GMO_001423>	"Purified agar"		
<http://purl.jp/bio/10/gmo/GMO_001424>	"BBL &trade; Polypeptone peptone"		"A mixture of peptones which is composed of pancreatic digest of casein and peptic digest of animal tissue."
<http://purl.jp/bio/10/gmo/GMO_001425>	"Polyethylene glycol | ポリエチレングリコール"		
<http://purl.jp/bio/10/gmo/GMO_001426>	"Guaiacol | グアイアコール"		
<http://purl.jp/bio/10/gmo/GMO_001427>	"パン酵母 | Baker's yeast"		
<http://purl.jp/bio/10/gmo/GMO_001428>	"Malonic acid | マロン酸"	"Propanedioic acid"	
<http://purl.jp/bio/10/gmo/GMO_001429>	"Fresh baker's yeast extract solution"		
<http://purl.jp/bio/10/gmo/GMO_001430>	"Glycylglycine | グリシルグリシン"		
<http://purl.jp/bio/10/gmo/GMO_001431>	"Lithium chloride | 塩化リチウム"		
<http://purl.jp/bio/10/gmo/GMO_001432>	"Obsolete: Nutrient broth"		
<http://purl.jp/bio/10/gmo/GMO_001433>	"フミン酸 | Humic acid"		
<http://purl.jp/bio/10/gmo/GMO_001435>	"Difco &trade; LB broth, Lennox"		
<http://purl.jp/bio/10/gmo/GMO_001436>	"Sodium ampicillin solution | アンピシリンナトリウム溶液"		
<http://purl.jp/bio/10/gmo/GMO_001437>	"ゲンチジン酸 | Gentisic acid"		
<http://purl.jp/bio/10/gmo/GMO_001438>	"BBL &trade; Trypticase &trade; soy broth"		
<http://purl.jp/bio/10/gmo/GMO_001439>	"Defibrinated horse blood"		
<http://purl.jp/bio/10/gmo/GMO_001440>	"Obsolete: Bacto tryptone 0123 (Difco)"		
<http://purl.jp/bio/10/gmo/GMO_001441>	"Volvic water"		
<http://purl.jp/bio/10/gmo/GMO_001442>	"Bacto &trade; Beef extract, dessicated (BD)"		
<http://purl.jp/bio/10/gmo/GMO_001443>	"アルギン酸ナトリウム | Sodium alginate"		
<http://purl.jp/bio/10/gmo/GMO_001444>	"フタル酸 | Phthalic acid"		
<http://purl.jp/bio/10/gmo/GMO_001445>	"Lactose | ラクトース"	"乳糖"	
<http://purl.jp/bio/10/gmo/GMO_001446>	"Magnesium sulfate hexahydrate | 硫酸マグネシウム六水和物"		
<http://purl.jp/bio/10/gmo/GMO_001447>	"Sea water filtered"		
<http://purl.jp/bio/10/gmo/GMO_001448>	"PIPES solution | PIPES溶液"		
<http://purl.jp/bio/10/gmo/GMO_001449>	"Hemin solution | ヘミン溶液"		
<http://purl.jp/bio/10/gmo/GMO_001450>	"Potassium tetrathionate solution"		
<http://purl.jp/bio/10/gmo/GMO_001451>	"硫酸マグネシウム溶液 | Magnesium sulfate solution"		
<http://purl.jp/bio/10/gmo/GMO_001452>	"亜硫酸ナトリウム溶液 | Sodium sulfite solution"		
<http://purl.jp/bio/10/gmo/GMO_001453>	"Sodium resazurin solution | レサズリンナトリウム溶液"		
<http://purl.jp/bio/10/gmo/GMO_001454>	"Ammonium ferric citrate solution"		"Ammonium ferric citrate solution"
<http://purl.jp/bio/10/gmo/GMO_001455>	"硫酸アンモニウム鉄(II)六水和物溶液 | Ammonium iron(II) sulfate hexahydrate solution"		"Ammonium iron(II) sulfate hexahydrate solution"
<http://purl.jp/bio/10/gmo/GMO_001456>	"硫酸鉄(II)六水和物溶液 | Iron(II) sulfate hexahydrate solution"	"Ferrous sulfate hexahydrate solution"	
<http://purl.jp/bio/10/gmo/GMO_001457>	"Thiamine pyrophosphate solution | チアミンピロリン酸溶液"		
<http://purl.jp/bio/10/gmo/GMO_001458>	"Ammonium bicarbonate solution | 炭酸水素アンモニウム溶液"		"Ammonium bicarbonate solution"
<http://purl.jp/bio/10/gmo/GMO_001459>	"塩化カルシウム六水和物溶液 | Calcium chloride hexahydrate solution"		
<http://purl.jp/bio/10/gmo/GMO_001460>	"Phenol red solution | フェノールレッド溶液"	"Phenolsulfonphthalein solution | フェノールスルホンフタレイン溶液"	
<http://purl.jp/bio/10/gmo/GMO_001461>	"Glycine-Sodium hydroxide buffer | グリセリンー水酸化ナトリウム緩衝液"		
<http://purl.jp/bio/10/gmo/GMO_001462>	"コハク酸ナトリウム溶液 | Sodium succinate solution"		
<http://purl.jp/bio/10/gmo/GMO_001463>	"Magnesium sulfate heptahydrate solution | 硫酸マグネシウム七水和物溶液"		
<http://purl.jp/bio/10/gmo/GMO_001464>	"D-フルクトース溶液 | D-Fructose solution"		
<http://purl.jp/bio/10/gmo/GMO_001465>	"Glucose solution | グルコース溶液"		
<http://purl.jp/bio/10/gmo/GMO_001466>	"Glycerol solution | グリセロール溶液"		
<http://purl.jp/bio/10/gmo/GMO_001467>	"リン酸水素二カリウム溶液 | Potassium phosphate dibasic solution"		
<http://purl.jp/bio/10/gmo/GMO_001468>	"Potassium phosphate monobasic solution | リン酸二水素カリウム溶液"		
<http://purl.jp/bio/10/gmo/GMO_001469>	"Potassium nitrate solution | 硝酸カリウム溶液"		
<http://purl.jp/bio/10/gmo/GMO_001470>	"Disodium phosphate-Potassium phosphate monobasic buffer"		
<http://purl.jp/bio/10/gmo/GMO_001471>	"Sodium thiosulfate solution | チオ硫酸ナトリウム溶液"		
<http://purl.jp/bio/10/gmo/GMO_001472>	"Sodium nitrate solution | 硝酸ナトリウム溶液"		
<http://purl.jp/bio/10/gmo/GMO_001473>	"酪酸ナトリウム溶液 | Sodium butyrate solution"		
<http://purl.jp/bio/10/gmo/GMO_001474>	"Sodium fumarate solution | フマル酸ナトリウム溶液"		
<http://purl.jp/bio/10/gmo/GMO_001475>	"ピルビン酸ナトリウム溶液 | Sodium pyruvate solution"	"Pyruvic acid sodium salt solution"	
<http://purl.jp/bio/10/gmo/GMO_001476>	"Copper(II) sulfate pentahydrate solution | 硫酸銅(II)五水和物溶液"		
<http://purl.jp/bio/10/gmo/GMO_001477>	"Sodium selenate solution | セレン酸ニナトリウム溶液"		
<http://purl.jp/bio/10/gmo/GMO_001478>	"Sodium ascorbate solution | アスコルビン酸ナトリウム溶液"		
<http://purl.jp/bio/10/gmo/GMO_001479>	"Betaine solution | ベタイン溶液"	"Trimethylglycine solution"	
<http://purl.jp/bio/10/gmo/GMO_001480>	"MOPS solution | MOPS溶液"		"MPOS is one of the Good's buffers"
<http://purl.jp/bio/10/gmo/GMO_001481>	"Coenzyme M solution | 補酵素M溶液"	"コエンザイムM溶液 | Mercaptoethanesulfonic acid solution"	
<http://purl.jp/bio/10/gmo/GMO_001482>	"Sulfuric acid solution | 硫酸溶液"	"硫酸 | Sulphuric acid"	
<http://purl.jp/bio/10/gmo/GMO_001483>	"Casamino acid solution"		
<http://purl.jp/bio/10/gmo/GMO_001484>	"セロビオース溶液 | Cellobiose solution"		
<http://purl.jp/bio/10/gmo/GMO_001485>	"システイン溶液 | Cysteine solution"		
<http://purl.jp/bio/10/gmo/GMO_001486>	"Sodium thiosulfate pentahydrate solution | チオ硫酸ナトリウム五水和物溶液"		
<http://purl.jp/bio/10/gmo/GMO_001487>	"Toray silicone SH 5535 solution | 東レシリコーンSH 5535溶液"		
<http://purl.jp/bio/10/gmo/GMO_001488>	"Iron(II) chloride solution | 塩化鉄(II)溶液"		
<http://purl.jp/bio/10/gmo/GMO_001489>	"四チオン酸カリウム溶液 | Obsolete: Potassium tetrathionate solution | Obsolete: otassium tetrathionate solution"		
<http://purl.jp/bio/10/gmo/GMO_001490>	"Iron(II) chloride hexahydrate solution | 塩化鉄(II)六水和物溶液"	"Iron dichloride hexahydrate solution"	
<http://purl.jp/bio/10/gmo/GMO_001491>	"Sodium formate solution | ギ酸ナトリウム溶液"		
<http://purl.jp/bio/10/gmo/GMO_001492>	"Potassium thiocyanate solution | チオシアン酸カリウム溶液"		
<http://purl.jp/bio/10/gmo/GMO_001493>	"Malachite green solution | マラカイトグリーン溶液"		
<http://purl.jp/bio/10/gmo/GMO_001494>	"Sodium sulfide nonahydrate solution | 硫化ナトリウム九水和物溶液"		
<http://purl.jp/bio/10/gmo/GMO_001495>	"2-メチルブタン酸 | 2-Methylbutanoic acid"	"2-メチル酪酸 | alpha-Methylbutyric acid"	"2-Methylbutanoic acid"
<http://purl.jp/bio/10/gmo/GMO_001496>	"L-Cysteine hydrochloride monohydrate solution | L-システイン塩酸塩一水和物溶液"		
<http://purl.jp/bio/10/gmo/GMO_001497>	"Benzene solution | ベンゼン溶液"		
<http://purl.jp/bio/10/gmo/GMO_001498>	"Obsolete: Bovine serum albumin fraction V"		
<http://purl.jp/bio/10/gmo/GMO_001499>	"塩酸 | Hydrochloric acid solution"		
<http://purl.jp/bio/10/gmo/GMO_001500>	"Ascorbic acid solution | アスコルビン酸溶液"		"Ascorbic acid solution"
<http://purl.jp/bio/10/gmo/GMO_001501>	"Gibco &trade; Yeast extract solution | Gibco &trade; 酵母エキス溶液"		
<http://purl.jp/bio/10/gmo/GMO_001502>	"ジチオトレイトール溶液 | Dithiothreitol solution"		
<http://purl.jp/bio/10/gmo/GMO_001503>	"Sodium carbonate-Carbon dioxide buffer"		
<http://purl.jp/bio/10/gmo/GMO_001504>	"Aluminum potassium sulfate dodecahydrate solution | 硫酸アルミニウムカリウム十二水和物溶液"		"Aluminum potassium sulfate dodecahydrate solution"
<http://purl.jp/bio/10/gmo/GMO_001505>	"リン酸ナトリウム溶液 | Disodium phosphate solution"		
<http://purl.jp/bio/10/gmo/GMO_001506>	"Sheep blood, defibrinated | 羊の血液"		
<http://purl.jp/bio/10/gmo/GMO_001507>	"Toluene solution | トルエン"		
<http://purl.jp/bio/10/gmo/GMO_001508>	"Methanol solution | メタノール溶液"		
<http://purl.jp/bio/10/gmo/GMO_001509>	"Sodium benzoate solution | 安息香酸ナトリウム溶液"		
<http://purl.jp/bio/10/gmo/GMO_001510>	"Difco &trade; Agar, noble"		
<http://purl.jp/bio/10/gmo/GMO_001511>	"塩化アルミニウム6水和物 | Aluminum chloride hexahydrate"		"Aluminum chloride hexahydrate"
<http://purl.jp/bio/10/gmo/GMO_001512>	"アンピシリン溶液 | Ampicillin solution"		"Ampicillin solution"
<http://purl.jp/bio/10/gmo/GMO_001513>	"Anaerobic water"		
<http://purl.jp/bio/10/gmo/GMO_001514>	"BBL &trade; BCYE agar base"		
<http://purl.jp/bio/10/gmo/GMO_001515>	"Barium chloride | 塩化バリウム"		"Barium chloride"
<http://purl.jp/bio/10/gmo/GMO_001516>	"Barium chloride dihydrate | 塩化バリウム二水和物"		"Barium chloride dihydrate"
<http://purl.jp/bio/10/gmo/GMO_001517>	"Difco &trade; m TGE broth"	"membrane Tryptone Glucose Extract Broth"	"m TGE Broth is used for enumerating microorganisms by membrane filtration"
<http://purl.jp/bio/10/gmo/GMO_001518>	"Beef brain powder"		
<http://purl.jp/bio/10/gmo/GMO_001519>	"Hemin from bovine solution"	"Bovine hemin chloride solution"	
<http://purl.jp/bio/10/gmo/GMO_001520>	"Bovine serum albumin | ウシ血清アルブミン"	"BSA | Fraction V | Bovine serum albumin fraction V"	
<http://purl.jp/bio/10/gmo/GMO_001521>	"Difco &trade; Brewer anaerobic agar"		"Brewer Anaerobic Agar is a culture medium for cultivating anaerobic and microaerophilic bacteria"
<http://purl.jp/bio/10/gmo/GMO_001522>	"BBL &trade; Brucella agar"		"Brucella Agar is a culture medium for the cultivation of Brucella organisms"
<http://purl.jp/bio/10/gmo/GMO_001523>	"CMRL 1066 (Gibco 330-1540)"		
<http://purl.jp/bio/10/gmo/GMO_001524>	"Gibco &trade; CMRL 1066 with glutamate (Sigma)"		
<http://purl.jp/bio/10/gmo/GMO_001525>	"硫酸カルシウム七水和物 | Calcium sulfate heptahydrate"		
<http://purl.jp/bio/10/gmo/GMO_001526>	"フォリン酸カルシウム | Calcium folinate"	"Calcium folinic acid | Leucovorin"	
<http://purl.jp/bio/10/gmo/GMO_001527>	"Calcium malate | リンゴ酸カルシウム"		
<http://purl.jp/bio/10/gmo/GMO_001528>	"Hexanoic acid | ヘキサン酸"	"カプロン酸 | Caproic acid"	
<http://purl.jp/bio/10/gmo/GMO_001531>	"Casein | カゼイン"		
<http://purl.jp/bio/10/gmo/GMO_001532>	"Catalase from bovine liver C-10 (Sigma)"		
<http://purl.jp/bio/10/gmo/GMO_001533>	"Chalcopyrite | 黄銅鉱"		
<http://purl.jp/bio/10/gmo/GMO_001534>	"Rumen fluid (clarified) | ルーメン（第一胃）内液 （上清）"		
<http://purl.jp/bio/10/gmo/GMO_001535>	"Cobalt dichloride solution | 塩化コバルト溶液"	"Cobalt(II) chloride solution"	
<http://purl.jp/bio/10/gmo/GMO_001536>	"補酵素A | Coenzyme A"		
<http://purl.jp/bio/10/gmo/GMO_001537>	"Congo red | コンゴーレッド"		
<http://purl.jp/bio/10/gmo/GMO_001538>	"Oxoid &trade; Cooked meat medium | クックミート培地 (Oxiod)"		
<http://purl.jp/bio/10/gmo/GMO_001539>	"BBL &trade; Corn meal agar | BBL &trade; コーンミール寒天培地"		
<http://purl.jp/bio/10/gmo/GMO_001540>	"Corn steep liquor"		"Corn steep liquor is a by-product of corn wet-milling"
<http://purl.jp/bio/10/gmo/GMO_001541>	"Cow's milk (whole fat)"		
<http://purl.jp/bio/10/gmo/GMO_001542>	"Copper(II) chloride | 塩化銅(II)"	"Cupric chloride"	
<http://purl.jp/bio/10/gmo/GMO_001543>	"Obsolete: Diammonium citrate"		
<http://purl.jp/bio/10/gmo/GMO_001544>	"Dimethyl sulfoxide | ジメチルスルホキシド"		
<http://purl.jp/bio/10/gmo/GMO_001545>	"Dithiothreitol | ジチオスレイトール"	"DTT"	
<http://purl.jp/bio/10/gmo/GMO_001546>	"Dried yeast extract S (Wako)"		
<http://purl.jp/bio/10/gmo/GMO_001547>	"フラビンアデニンジヌクレオチド | FAD"	"Flavin adenine dinucleotide"	
<http://purl.jp/bio/10/gmo/GMO_001548>	"Iron(II) chloride tetrahydrate | 塩化鉄(II)四水和物"	"Iron dichloride tetrahydrate"	
<http://purl.jp/bio/10/gmo/GMO_001549>	"Iron(II) chloride hexahydrate | 塩化鉄(II)六水和物"	"Iron dichloride hexahydrate"	
<http://purl.jp/bio/10/gmo/GMO_001550>	"Iron(II) sulfate hexahydrate | 硫酸鉄(II)六水和物"	"Ferrous sulfate hexahydrate"	
<http://purl.jp/bio/10/gmo/GMO_001551>	"Iron(II) sulfate monohydrate | 硫酸鉄(II)一水和物"	"Ferrous sulfate monohydrate"	
<http://purl.jp/bio/10/gmo/GMO_001552>	"Fetal bovine serum | ウシ胎児血清アルブミン"	"FBS"	
<http://purl.jp/bio/10/gmo/GMO_001554>	"Fish meat extract"		
<http://purl.jp/bio/10/gmo/GMO_001555>	"BBL &trade; Fluid thioglycollate medium"		
<http://purl.jp/bio/10/gmo/GMO_001556>	"GAM寒天培地 (ニッスイ) | GAM agar (Nissui)"		"Gifu Anaerobic Medium Agar, for common culture and susceptibility test)"
<http://purl.jp/bio/10/gmo/GMO_001557>	"GAM agar, modified (Nissui) | 変法GAMブイヨン (ニッスイ)"		"Gifu Anaerobic Medium Agar, modified, for common culture and susceptibility test)"
<http://purl.jp/bio/10/gmo/GMO_001558>	"氷酢酸 | Glacial acetic acid"		
<http://purl.jp/bio/10/gmo/GMO_001559>	"Glycine | グリシン"		
<http://purl.jp/bio/10/gmo/GMO_001560>	"Tungstic acid | タングステン酸"		
<http://purl.jp/bio/10/gmo/GMO_001561>	"Hemin chloride | 塩化ヘミン"		
<http://purl.jp/bio/10/gmo/GMO_001562>	"Horse blood"		
<http://purl.jp/bio/10/gmo/GMO_001563>	"Hy-case amino (Sigma)"		"An acid hydrolysates of casein from bovine milk"
<http://purl.jp/bio/10/gmo/GMO_001564>	"Indigo carmine | インジゴカルミン"	"インジゴカルミン | indigotine | 5,5'-indigodisulfonic acid sodium salt | 青色2号"	
<http://purl.jp/bio/10/gmo/GMO_001565>	"鉄 | Iron"		
<http://purl.jp/bio/10/gmo/GMO_001566>	"Potassium tetrathionate | 四チオン酸カリウム"		
<http://purl.jp/bio/10/gmo/GMO_001567>	"Potassium sulfate heptahydrate | 硫酸カリウム七水和物"		
<http://purl.jp/bio/10/gmo/GMO_001568>	"リン酸二水素カリウム二水和物 | Potassium phosphate monobasic dihydrate"	"Monopotassium phosphate dihydrate"	
<http://purl.jp/bio/10/gmo/GMO_001569>	"L-Cystine hydrochloride monohydrate"		
<http://purl.jp/bio/10/gmo/GMO_001570>	"L-Glutamic acid | L-グルタミン酸"		
<http://purl.jp/bio/10/gmo/GMO_001571>	"Obsolete: Oxoid Lab-lemco meat extract"		
<http://purl.jp/bio/10/gmo/GMO_001572>	"Difco &trade; Lactobacilli MRS broth"		"Lactobacilli MRS Broth is recommended for use in the isolation, enumeration and cultiva- tion of Lactobacillus species"
<http://purl.jp/bio/10/gmo/GMO_001573>	"Larchwood xylan (Sigma) | カラマツキシラン"	"Larch wood xylan (Sigma)"	
<http://purl.jp/bio/10/gmo/GMO_001574>	"Difco &trade; Legionella agar enrichment"		"Difco(TM) Legionella Agar Enrichment Cat. No. 233901"
<http://purl.jp/bio/10/gmo/GMO_001575>	"Obsolete: MRS broth (Difco)"		"Lactobacilli MRS Broth is recommended for use in the isolation, enumeration and cultiva- tion of Lactobacillus species"
<http://purl.jp/bio/10/gmo/GMO_001577>	"Oxoid &trade; Malt extract agar"		
<http://purl.jp/bio/10/gmo/GMO_001578>	"Malted wheat meal"		
<http://purl.jp/bio/10/gmo/GMO_001579>	"Maltose monohydrate"		
<http://purl.jp/bio/10/gmo/GMO_001580>	"Maltose, technical (Difco)"		"Maltose, technical production"
<http://purl.jp/bio/10/gmo/GMO_001581>	"MeM alpha modification (BioWest)"		"Minimum Essential Medium alpha modification (BioWest)"
<http://purl.jp/bio/10/gmo/GMO_001582>	"Melibiose | メリビオース"		
<http://purl.jp/bio/10/gmo/GMO_001583>	"メチルアミン | Methylamine"		
<http://purl.jp/bio/10/gmo/GMO_001584>	"硝酸マグネシウム六水和物 | Magnesium nitrate hexahydrate"		
<http://purl.jp/bio/10/gmo/GMO_001585>	"塩化マグネシウム五水和物 | Magnesium chloride pentahydrate"		
<http://purl.jp/bio/10/gmo/GMO_001586>	"Magnesium chloride heptahydrate | 塩化マグネシウム七水和物"		
<http://purl.jp/bio/10/gmo/GMO_001587>	"Magnesium sulfate monohydrate | 硫酸マグネシウム一水和物"		
<http://purl.jp/bio/10/gmo/GMO_001588>	"Difco &trade; Middlebrook 7H10 agar"		"Difco(TM) Middlebrook 7h10 Agar Cat. No. 262710"
<http://purl.jp/bio/10/gmo/GMO_001589>	"Manganese chloride | 塩化マンガン(II)"		
<http://purl.jp/bio/10/gmo/GMO_001591>	"Manganese chloride hexahydrate | 塩化マンガン(II)六水和物"		
<http://purl.jp/bio/10/gmo/GMO_001592>	"Manganese chloride monohydrate"		
<http://purl.jp/bio/10/gmo/GMO_001593>	"Obsolete: Manganese sulfate x-hydrate"		"OBSOLETE"
<http://purl.jp/bio/10/gmo/GMO_001594>	"Obsolete: Monosodium glutamate"		
<http://purl.jp/bio/10/gmo/GMO_001595>	"BBL &trade; Mueller Hinton II agar"		
<http://purl.jp/bio/10/gmo/GMO_001597>	"N-Z-Case &reg; (Wako)"		"カゼインを酵素的に加水分解することにより得られる高品質の窒素源"
<http://purl.jp/bio/10/gmo/GMO_001598>	"Borax | ホウ砂"	"Sodium borate decahydrate | Disodium tetraborate decahydrate | Sodium tetraborate decahydrate | Borax decahydrate"	
<http://purl.jp/bio/10/gmo/GMO_001599>	"リン酸ナトリウム六水和物 | Disodium phosphate hexahydrate"		
<http://purl.jp/bio/10/gmo/GMO_001600>	"リン酸ナトリウムーモノナトリウムリン酸塩緩衝液 | Disodium phosphate-Monosodium phosphate buffer"		
<http://purl.jp/bio/10/gmo/GMO_001601>	"Disodio persulfide nonahydrate | ジソジオペルスルフィド九水和物"		
<http://purl.jp/bio/10/gmo/GMO_001602>	"Sodium selenate | セレン酸ナトリウム"	"Disodium selenate"	
<http://purl.jp/bio/10/gmo/GMO_001603>	"Sodium selenate pentahydrate | セレン酸ナトリウム五水和物"		
<http://purl.jp/bio/10/gmo/GMO_001604>	"Sodium metasilicate nonahydrate | ケイ酸ナトリウム九水和物"		
<http://purl.jp/bio/10/gmo/GMO_001605>	"Sodium dihydrogen phosphate dihydrate | リン酸二水素ナトリウム二水和物"	"Monosodium phosphate dihydrate | Anhydrous monobasic sodium phosphate dihydrate"	
<http://purl.jp/bio/10/gmo/GMO_001606>	"Sodium dihydrogen phosphate monohydrate | リン酸二水素ナトリウム一水和物"	"Monosodium phosphate monohydrate | Anhydrous monobasic sodium phosphate monohydrate"	
<http://purl.jp/bio/10/gmo/GMO_001607>	"Sodium bicarbonate (Sigma)"		
<http://purl.jp/bio/10/gmo/GMO_001608>	"Sodium bisulfite | 亜硫酸水素ナトリウム"		
<http://purl.jp/bio/10/gmo/GMO_001609>	"Sodium metavanadate monohydrate | メタバナジン酸ナトリウム一水和物"		
<http://purl.jp/bio/10/gmo/GMO_001610>	"Bacto &trade; Neopeptone"		"An enzymatic digest of protein"
<http://purl.jp/bio/10/gmo/GMO_001611>	"塩化ニッケル(II) | Nickel chloride"		
<http://purl.jp/bio/10/gmo/GMO_001612>	"Nickel chloride hydrate | 塩化ニッケル(II)一水和物"		
<http://purl.jp/bio/10/gmo/GMO_001613>	"Nickel(II) sulfate heptahydrate | 硫酸ニッケル(II)七水和物"		
<http://purl.jp/bio/10/gmo/GMO_001614>	"Difco &trade; Oxgall"		"Ox gall is gall, usually obtained from cows"
<http://purl.jp/bio/10/gmo/GMO_001615>	"Pancreatic digest of casein | カゼインの膵消化物"		"Pancreatic digest of casein"
<http://purl.jp/bio/10/gmo/GMO_001616>	"Pantothenic acid | パントテン酸"	"Vitamin B5 | ビタミンB5 | Pantothenate"	
<http://purl.jp/bio/10/gmo/GMO_001617>	"Pectin | ペクチン"		
<http://purl.jp/bio/10/gmo/GMO_001618>	"Penicillin | ペニシリン"		
<http://purl.jp/bio/10/gmo/GMO_001619>	"Peptic digest of animal tissue"		
<http://purl.jp/bio/10/gmo/GMO_001620>	"Oxoid &trade; Peptone"		
<http://purl.jp/bio/10/gmo/GMO_001621>	"Obsolete: Phytone (BBL)"		"大豆のパパイン消化物"
<http://purl.jp/bio/10/gmo/GMO_001622>	"BBL &trade; Phytone peptone"		"大豆のパパイン消化物"
<http://purl.jp/bio/10/gmo/GMO_001623>	"Obsolete: Phytone peptone (BD)"		"大豆のパパイン消化物"
<http://purl.jp/bio/10/gmo/GMO_001624>	"Obsolete: Polypeptone (BBL)"		
<http://purl.jp/bio/10/gmo/GMO_001625>	"Probumin universal grade (Merck Millipore) | ウシ血清アルブミン Universal grade (Merck Millipore)"		"Bovine serum albumin univeral grade powder (Millipore)"
<http://purl.jp/bio/10/gmo/GMO_001626>	"Bacto &trade; Proteose peptone"		"An enzymatic digest of protein"
<http://purl.jp/bio/10/gmo/GMO_001628>	"Putrescine | プトレシン"		"The polyamines, of which putrescine is one of the simplest, appear to be growth factors necessary for cell division."
<http://purl.jp/bio/10/gmo/GMO_001629>	"Pyridoxal phosphate | ピリドキサールリン酸"	"PLP"	"Vitamin derivative"
<http://purl.jp/bio/10/gmo/GMO_001630>	"Pyridoxamine dihydrochloride"		
<http://purl.jp/bio/10/gmo/GMO_001631>	"Pyridoxamine hydrochloride"		
<http://purl.jp/bio/10/gmo/GMO_001632>	"ピリドキシン | Pyridoxine"		"Pyridoxine is a form of vitamin B6"
<http://purl.jp/bio/10/gmo/GMO_001633>	"Difco &trade; R2A agar"		
<http://purl.jp/bio/10/gmo/GMO_001634>	"Rabbit blood"		
<http://purl.jp/bio/10/gmo/GMO_001635>	"Rabbit serum | ウサギ血清"		
<http://purl.jp/bio/10/gmo/GMO_001636>	"Reinforced clostridial agar (Sigma)"		
<http://purl.jp/bio/10/gmo/GMO_001637>	"Difco &trade; Reinforced clostridial medium | Difco &trade; 強化クロストリジア培地"		"Reinforced Clostridial Medium is a semisolid medium which is used for ultivating and enumerating clostridia, other anaerobes, and other species of bacteria from foods and clinical specimens."
<http://purl.jp/bio/10/gmo/GMO_001638>	"Ribose | リボース"		
<http://purl.jp/bio/10/gmo/GMO_001639>	"Rye-bran"		
<http://purl.jp/bio/10/gmo/GMO_001640>	"Rye-bran extract"		
<http://purl.jp/bio/10/gmo/GMO_001641>	"Sake"	"清酒"	
<http://purl.jp/bio/10/gmo/GMO_001642>	"Selenium salt"		
<http://purl.jp/bio/10/gmo/GMO_001643>	"Skim milk (Difco)"		
<http://purl.jp/bio/10/gmo/GMO_001644>	"Sodium DL-lactate"		
<http://purl.jp/bio/10/gmo/GMO_001645>	"Sodium DL-malate"		
<http://purl.jp/bio/10/gmo/GMO_001646>	"Sodium L-malate"		
<http://purl.jp/bio/10/gmo/GMO_001648>	"酪酸ナトリウム | Sodium butyrate"		
<http://purl.jp/bio/10/gmo/GMO_001649>	"グルコン酸ナトリウム | Sodium gluconate"		
<http://purl.jp/bio/10/gmo/GMO_001650>	"Sodium oleate | オレイン酸ナトリウム"		
<http://purl.jp/bio/10/gmo/GMO_001651>	"Sodium palmitate"		
<http://purl.jp/bio/10/gmo/GMO_001653>	"Soluble starch (Difco)"		
<http://purl.jp/bio/10/gmo/GMO_001654>	"Soluble starch (Sigma)"		
<http://purl.jp/bio/10/gmo/GMO_001655>	"Sterile horse serum | 滅菌済ウマ血清"		
<http://purl.jp/bio/10/gmo/GMO_001656>	"コハク酸 | Succinic acid"		
<http://purl.jp/bio/10/gmo/GMO_001657>	"Bacto &trade; TC yeastolate"		"Water-soluble portions of autolyzed yeast, Saccharomyces cerevisiae"
<http://purl.jp/bio/10/gmo/GMO_001659>	"テトラメチルアンモニウム | Tetramethyl ammonium"		
<http://purl.jp/bio/10/gmo/GMO_001660>	"Thiamine pyrophosphate | チアミンピロリン酸"	"Cocarboxylase | TPP"	
<http://purl.jp/bio/10/gmo/GMO_001661>	"チオグリコレート | Obsolete: Thioglycolate"		
<http://purl.jp/bio/10/gmo/GMO_001662>	"Thioglycollate medium (Sigma)"		
<http://purl.jp/bio/10/gmo/GMO_001663>	"Toluene | トルエン"		
<http://purl.jp/bio/10/gmo/GMO_001664>	"Triethanolamine | トリエタノールアミン"		
<http://purl.jp/bio/10/gmo/GMO_001665>	"Trisodium citrate monohydrate | クエン酸三ナトリウム一水和物"		
<http://purl.jp/bio/10/gmo/GMO_001666>	"Trypsin (Sigma-Aldrich) | トリプシン (Sigma-Aldrich)"		
<http://purl.jp/bio/10/gmo/GMO_001667>	"Obsolete: Trypticase peptone"		"カゼインの膵消化物"
<http://purl.jp/bio/10/gmo/GMO_001668>	"Obsolete: BBL Trypticase Peptone"		
<http://purl.jp/bio/10/gmo/GMO_001669>	"BBL &trade; Trypticase &trade; soy agar | BBL &trade; トリプチケースソイ寒天培地"		
<http://purl.jp/bio/10/gmo/GMO_001670>	"Obsolete: Bacto Trypticase soy broth (BD)"		
<http://purl.jp/bio/10/gmo/GMO_001671>	"トリプトソーヤ寒天培地 (ニッスイ) | Trypto-soya agar (Nissui)"		
<http://purl.jp/bio/10/gmo/GMO_001672>	"Oxoid &trade; Tryptone soya broth"		
<http://purl.jp/bio/10/gmo/GMO_001673>	"Bacto &trade; Tryptose"		"An enzymatic digest of protein used in preparing microbiological culture media"
