?class	?labels	?synonyms	?definitions
<http://purl.jp/bio/10/gmo/GMO_002150>	"Calf blood | 子牛血液"		
<http://purl.jp/bio/10/gmo/GMO_002151>	"Difco &trade; Brain heart infusion agar"		
<http://purl.jp/bio/10/gmo/GMO_002152>	"チョコレート寒天培地 | Chocolate agar"		
<http://purl.jp/bio/10/gmo/GMO_002153>	"BBL &trade; IsoVitaleX &trade; Enrichment | BBL &trade; IsoVitaleX &trade; エンリッチメント"		
<http://purl.jp/bio/10/gmo/GMO_002154>	"Laked horse blood | 馬溶血血液"		
<http://purl.jp/bio/10/gmo/GMO_002155>	"Mueller-Hinton agar | ミューラー・ヒントン寒天培地"		
<http://purl.jp/bio/10/gmo/GMO_002156>	"Oxoid &trade; MRS agar"		
<http://purl.jp/bio/10/gmo/GMO_002157>	"NEOGEN &reg; Lactobacilli MRS broth | NEOGEN &reg; Lactobacilli MRS ブロス"		
<http://purl.jp/bio/10/gmo/GMO_002158>	"DL-セリン | DL-Serine"		
<http://purl.jp/bio/10/gmo/GMO_002159>	"RPMI 1640"	"RPMI medium"	
<http://purl.jp/bio/10/gmo/GMO_002160>	"Gibco &trade; RPMI 1640 Medium"		
<http://purl.jp/bio/10/gmo/GMO_002161>	"Yeast extract (Nakalai tesque) | 乾燥酵母エキス (ナカライテスク)"		
<http://purl.jp/bio/10/gmo/GMO_002162>	"Brain heart infusion broth (Hardy diagnostics)"		
<http://purl.jp/bio/10/gmo/GMO_002163>	"NAD (Merck) | NAD（メルク）"		
<http://purl.jp/bio/10/gmo/GMO_002164>	"Oxoid &trade; Brain heart infusion broth (Thermo Fisher)"		
<http://purl.jp/bio/10/gmo/GMO_002165>	"ブレインハートインヒュージョン寒天培地（ニッスイ） | Brain heart infusion agar (Nissui)"		
<http://purl.jp/bio/10/gmo/GMO_002166>	"Difco &trade; Columbia blood agar base"		
<http://purl.jp/bio/10/gmo/GMO_002167>	"Bvine blood | ウシ血液 | Bovine blood"		
<http://purl.jp/bio/10/gmo/GMO_002168>	"Difco &trade; Brain heart infusion without dextrose"		
<http://purl.jp/bio/10/gmo/GMO_002169>	"トリシン | Tricine"		
<http://purl.jp/bio/10/gmo/GMO_002170>	"Difco &trade; ミューラー・ヒントンブロス | Difco &trade; Mueller Hinton broth"		
<http://purl.jp/bio/10/gmo/GMO_002171>	"Difco &trade; Tween &reg; 80"		
<http://purl.jp/bio/10/gmo/GMO_002172>	"Difco &trade; Middlebrook 7H9 broth"		
<http://purl.jp/bio/10/gmo/GMO_002173>	"Difco &trade; M17 broth"		
<http://purl.jp/bio/10/gmo/GMO_002174>	"HyClone &trade; Donor equine serum, US origin, heat-inactivated"		
<http://purl.jp/bio/10/gmo/GMO_002175>	"Thallous acetate | 酢酸タリウム(I)"	"Thallium monoacetate | Thallium acetate | Thallium(I) acetate"	
<http://purl.jp/bio/10/gmo/GMO_002176>	"ブレインハートインフュージョン培地 | Brain heart infusion broth"		
<http://purl.jp/bio/10/gmo/GMO_002177>	"トッドヘヴィットブロス | Todd Hewitt broth"		
<http://purl.jp/bio/10/gmo/GMO_002178>	"Oxoid &trade; Todd-Hewitt broth"		
<http://purl.jp/bio/10/gmo/GMO_002179>	"YEM broth"	"Yeast extract mannitol medium"	
<http://purl.jp/bio/10/gmo/GMO_002180>	"HiMedia &trade; YEM broth"		
<http://purl.jp/bio/10/gmo/GMO_002181>	"Tryptone | トリプトン"		
<http://purl.jp/bio/10/gmo/GMO_002182>	"VWR Life Science &reg; Tryptone"		
<http://purl.jp/bio/10/gmo/GMO_002183>	"VWR Life Science &reg; Sodium chloride, high purity"		
<http://purl.jp/bio/10/gmo/GMO_002184>	"Oxoid &trade; Brain heart infusion broth"		
<http://purl.jp/bio/10/gmo/GMO_002185>	"Deoxyribonucleic acid sodium salt from calf thymus | デオキシリボ核酸 ナトリウム塩 from calf thymus"	"Thymonucleic acid sodium salt | DNA sodium salt from calf thymus"	
<http://purl.jp/bio/10/gmo/GMO_002186>	"Robertson cooked meat medium"	"RCM medium"	
<http://purl.jp/bio/10/gmo/GMO_002187>	"CRITERION &trade; Lactobacilli MRS broth"		
<http://purl.jp/bio/10/gmo/GMO_002188>	"L-Cystine (Sigma)"		
<http://purl.jp/bio/10/gmo/GMO_002189>	"シスチン | Cystine"		
<http://purl.jp/bio/10/gmo/GMO_002190>	"N-Z-Amine &reg; A"		
<http://purl.jp/bio/10/gmo/GMO_002191>	"TPGY broth"	"Tryptone Peptone Glucose Yeast Extract broth"	"Dilute in 1 L distilled water:\n\nTryptone 50 G\nPeptone 5 g\nYeast Extract 20 g\nGlucose 4 g\nSodium Thioglycolate 1 g\n\nFinal pH ( at 25°C) 7.0"
<http://purl.jp/bio/10/gmo/GMO_002192>	"Reinforced clostridial broth | 強化クロストリジウム培地"	"RCM ブイヨン | RCM broth"	
<http://purl.jp/bio/10/gmo/GMO_002193>	"N-Z-Amine &reg; B"		
<http://purl.jp/bio/10/gmo/GMO_002194>	"N-Z-Case &reg; TT"		"N-Z-Case is a registered trademark of Kerry Group"
<http://purl.jp/bio/10/gmo/GMO_002195>	"N-Z-Case &reg; TT (Quest International)"		
<http://purl.jp/bio/10/gmo/GMO_002196>	"PPLO broth | PPLO液体培地"		"Pleuropneumonia-like organism or PPLO is an older name for Mycoplasma."
<http://purl.jp/bio/10/gmo/GMO_002197>	"Polymyxin B sulfate"	"ポリミキシンB硫酸塩 | Polymyxin B sulfate"	
<http://purl.jp/bio/10/gmo/GMO_002198>	"Hemoglobin | ヘモグロビン"		
<http://purl.jp/bio/10/gmo/GMO_002199>	"可溶性鉄(III)ピロホスフェート | Soluble iron(III) pyrophosphate"		
<http://purl.jp/bio/10/gmo/GMO_002200>	"Lecithin | レシチン"		
<http://purl.jp/bio/10/gmo/GMO_002201>	"レブリン酸 | Levulinic acid"	"4-Oxopentanoic acid | 4-オキソペンタン酸"	
<http://purl.jp/bio/10/gmo/GMO_002202>	"Nickel chloride dihydrate | 塩化ニッケル(II)二水和物"		
<http://purl.jp/bio/10/gmo/GMO_002203>	"Polyvinyl alcohol | ポリビニルアルコール"		
<http://purl.jp/bio/10/gmo/GMO_002204>	"Kuraray Poval &trade; PVA-117 | クラレポバールPVA-117"	"Kuraray Poval &trade; 28‒98"	
<http://purl.jp/bio/10/gmo/GMO_002205>	"Dibenzofuran | ジベンゾフラン"		
<http://purl.jp/bio/10/gmo/GMO_002206>	"Deferoxamine mesylate salt | デフェロキサミンメシル酸塩"		
<http://purl.jp/bio/10/gmo/GMO_002207>	"リン酸三カルシウム | Tricalcium phosphate"		
<http://purl.jp/bio/10/gmo/GMO_002208>	"Benzoic acid | 安息香酸"		
<http://purl.jp/bio/10/gmo/GMO_002209>	"Gibco &reg; MEM vitamin solution (100X)"		
<http://purl.jp/bio/10/gmo/GMO_002210>	"CHROMager &trade; Malassezia/Candida | クロモアガー &trade; マラセチア/カンジダ"		
<http://purl.jp/bio/10/gmo/GMO_002211>	"Fetal bovine serum heat inactivated (BioWest)"		
<http://purl.jp/bio/10/gmo/GMO_002212>	"Difco &trade; Oatmeal agar"		
<http://purl.jp/bio/10/gmo/GMO_002213>	"Polysorbate 40 | ポリソルベート40"	"Tween &reg; 40"	
<http://purl.jp/bio/10/gmo/GMO_002214>	"Bile acid | 胆汁酸"		
<http://purl.jp/bio/10/gmo/GMO_002215>	"モノステアリン酸グリセロール | Glyceryl monostearate"		
<http://purl.jp/bio/10/gmo/GMO_002216>	"Murashige and Skoog plant salt mixture | ムラシゲ・スクーグ培地用混合塩類 | Obsolete: Murashige and Skoog plant salt mixture"		
<http://purl.jp/bio/10/gmo/GMO_002217>	"Bonito extract（Fuji Film Wako Pure Chemical Corp.） | カツオ肉エキス（Fuji Film Wako Pure Chemical Corp.）"		
<http://purl.jp/bio/10/gmo/GMO_002218>	"Gibco &trade; Schneider's Drosophila medium"		
<http://purl.jp/bio/10/gmo/GMO_002219>	"Spectinomycin | スペクチノマイシン"		
<http://purl.jp/bio/10/gmo/GMO_002220>	"スペクチノマイシン溶液 | Spectinomycin solution"		
<http://purl.jp/bio/10/gmo/GMO_002221>	"炭酸カリウム | Potassium carbonate"		
<http://purl.jp/bio/10/gmo/GMO_002222>	"Vanillic acid | バニリン酸"		
<http://purl.jp/bio/10/gmo/GMO_002223>	"Hygromycin B | ハイグロマイシンB"		
<http://purl.jp/bio/10/gmo/GMO_002224>	"Cefpodoxime | セフポドキシム"		
<http://purl.jp/bio/10/gmo/GMO_002225>	"セフポドキシム溶液 | Cefpodoxime solution"		
<http://purl.jp/bio/10/gmo/GMO_002226>	"Nalidixic acid | ナリジクス酸"		
<http://purl.jp/bio/10/gmo/GMO_002227>	"ナリジクス酸溶液 | Nalidixic acid solution"		
<http://purl.jp/bio/10/gmo/GMO_002228>	"シプロフロキサシン | Ciprofloxacin"		
<http://purl.jp/bio/10/gmo/GMO_002229>	"Ciprofloxacin solution | シプロフロキサシン溶液"		
<http://purl.jp/bio/10/gmo/GMO_002230>	"アセトアルデヒド | Acetaldehyde"		
<http://purl.jp/bio/10/gmo/GMO_002231>	"Benzaldehyde | ベンズアルデヒド"		
<http://purl.jp/bio/10/gmo/GMO_002232>	"Formaldehyde | ホルムアルデヒド"		
<http://purl.jp/bio/10/gmo/GMO_002233>	"Phenanthrene solution | フェナントレン溶液"		
<http://purl.jp/bio/10/gmo/GMO_002234>	"acumedia &reg; Tryptic soy broth"		
<http://purl.jp/bio/10/gmo/GMO_002235>	"水酸化アンモニウム | Ammonium hydroxide"		
<http://purl.jp/bio/10/gmo/GMO_002236>	"Rabbit serum sterile | 無菌ウサギ血清"		
<http://purl.jp/bio/10/gmo/GMO_002237>	"エリスロマイシン | Erythromycin"		
<http://purl.jp/bio/10/gmo/GMO_002238>	"Erythromycin solution | エリスロマイシン溶液"		
<http://purl.jp/bio/10/gmo/GMO_002239>	"Horse serum, sterile, defibrinated"		
<http://purl.jp/bio/10/gmo/GMO_002240>	"アズロシリン | Azlocillin"	"Azlocilline | Azlocillinum"	
<http://purl.jp/bio/10/gmo/GMO_002241>	"フルクロキサシリン | Flucloxacillin"	"Azlocilline | Azlocillinum"	
<http://purl.jp/bio/10/gmo/GMO_002242>	"Gibco &trade; ブタ血清 | Gibco &trade; Porcine serum"		
<http://purl.jp/bio/10/gmo/GMO_002243>	"Gibco &trade; Horse serum, New Zealand origin"		
<http://purl.jp/bio/10/gmo/GMO_002244>	"Strontium chloride monohydrate | 塩化ストロンチウム一水和物"		
<http://purl.jp/bio/10/gmo/GMO_002245>	"Sodium nicotinate | ニコチン酸ナトリウム"		
<http://purl.jp/bio/10/gmo/GMO_002246>	"Beer | ビール"		
<http://purl.jp/bio/10/gmo/GMO_002247>	"Sodium dithionate | 亜ジチオン酸ナトリウム"		
<http://purl.jp/bio/10/gmo/GMO_002248>	"Sterile human urine | 滅菌人尿"		
<http://purl.jp/bio/10/gmo/GMO_002249>	"2x Yeast extract tryptone (2xYT) medium"		
<http://purl.jp/bio/10/gmo/GMO_002250>	"Sodium formate (Fuji Film Wako Pure Chemical Corp.)"		
<http://purl.jp/bio/10/gmo/GMO_002251>	"Concentrated hydrochloric acid solution | 濃塩酸"		
<http://purl.jp/bio/10/gmo/GMO_002252>	"Rabbit blood, sterile, defibrinated"		
<http://purl.jp/bio/10/gmo/GMO_002253>	"Ampicillin sodium"	"Ampicillin sodium salt"	
<http://purl.jp/bio/10/gmo/GMO_002254>	"Clarified tomato juice | 清澄トマトジュース"		
<http://purl.jp/bio/10/gmo/GMO_002255>	"Bovine calf serum, non-heat inactivated | 牛血清"		
<http://purl.jp/bio/10/gmo/GMO_002256>	"Sardine, small dried"		
<http://purl.jp/bio/10/gmo/GMO_002257>	"Sheep blood | 羊血液"		
<http://purl.jp/bio/10/gmo/GMO_002258>	"Maize meal | ひき割りとうもろこし"	"Corn meal"	
<http://purl.jp/bio/10/gmo/GMO_002259>	"Polypropylene glycol 2000 | ポリプロピレングリコール2000"		
<http://purl.jp/bio/10/gmo/GMO_002260>	"Carbon dioxide gas | 二酸化炭素ガス"		
<http://purl.jp/bio/10/gmo/GMO_002261>	"Nitrogen gas | 窒素ガス"		
<http://purl.jp/bio/10/gmo/GMO_002262>	"Oxygen gas | 酸素ガス"		
<http://purl.jp/bio/10/gmo/GMO_002263>	"Hydrogen gas | 水素ガス"		
<http://purl.jp/bio/10/gmo/GMO_002264>	"Methane gas | メタンガス"		
<http://purl.jp/bio/10/gmo/GMO_002265>	"Carbon monoxide | 一酸化炭素ガス"		
<http://purl.jp/bio/10/gmo/GMO_002266>	"Air | 空気"		
<http://purl.jp/bio/10/gmo/GMO_002267>	"Nitric oxide | 一酸化窒素"		
<http://purl.jp/bio/10/gmo/GMO_002268>	"Phosphate-buffered saline | リン酸緩衝生理食塩水"	"PBS"	
<http://purl.jp/bio/10/gmo/GMO_002269>	"Dulbecco's phosphate-buffered saline"	"DPBS"	
<http://purl.jp/bio/10/gmo/GMO_002270>	"Gibco &trade; DPBS, no calcium, no magnesium (Thermo Fisher)"		
<http://purl.jp/bio/10/gmo/GMO_002271>	"Ammonium nickel sulfate | 硫酸ニッケル(II)アンモニウム"		
<http://purl.jp/bio/10/gmo/GMO_002272>	"Ammonium nickel sulfate solution | 硫酸ニッケル(II)アンモニウム溶液"		
<http://purl.jp/bio/10/gmo/GMO_002273>	"Sodium tungstate dihydrate solution"		
<http://purl.jp/bio/10/gmo/GMO_002274>	"Disodium phosphate trihydrate"	"Disodium hydrogen phosphate trihydrate"	
<http://purl.jp/bio/10/gmo/GMO_002275>	"Glass-distilled water"		"Distilled water obtained by distillation in glass apparatus."
<http://purl.jp/bio/10/gmo/GMO_002276>	"Tryptic soy agar | トリプチケースソイ寒天培地"		
<http://purl.jp/bio/10/gmo/GMO_002277>	"Laked horse blood (Hema Resource & Supply)"		
<http://purl.jp/bio/10/gmo/GMO_002278>	"Mueller-Hinton broth"		
<http://purl.jp/bio/10/gmo/GMO_002279>	"Oxoid &trade; Kanamycin aesculin azide agar base"		
<http://purl.jp/bio/10/gmo/GMO_002280>	"グリオキサル酸ナトリウム | Sodium glyoxylate"		
<http://purl.jp/bio/10/gmo/GMO_002281>	"Calcium sulfate solution | 硫酸カルシウム溶液"		
<http://purl.jp/bio/10/gmo/GMO_002282>	"Magnesium sulfate dihydrate"		
<http://purl.jp/bio/10/gmo/GMO_002283>	"Rumen fluid, clarified and incubated"		
<http://purl.jp/bio/10/gmo/GMO_002284>	"hydroxocobalamin acetate | Hydroxocobalamin acetate"		
<http://purl.jp/bio/10/gmo/GMO_002285>	"Bovine serum"		
<http://purl.jp/bio/10/gmo/GMO_002286>	"Bovine serum, heat-inactivated"	"sterile bovine serum (heat inactivated at 56°C for 45 min)"	
<http://purl.jp/bio/10/gmo/GMO_002287>	"Double-distilled water"	"ddH2O | Bidest. water | DDW"	
<http://purl.jp/bio/10/gmo/GMO_002288>	"Rabbit serum, inactivated"		
<http://purl.jp/bio/10/gmo/GMO_002289>	"Gibco &trade; Rabbit serum, inactivated"		
<http://purl.jp/bio/10/gmo/GMO_002290>	"N-A-Amine &reg;"		
<http://purl.jp/bio/10/gmo/GMO_002291>	"D-Mannitol | D-マンニトール"		
<http://purl.jp/bio/10/gmo/GMO_002292>	"Oxoid &trade; Peptone bacteriological"		
<http://purl.jp/bio/10/gmo/GMO_002293>	"Hydrogen sulfide gas | 硫化水素ガス"		
<http://purl.jp/bio/10/gmo/GMO_002294>	"Sterile seawater | 滅菌海水"		
<http://purl.jp/bio/10/gmo/GMO_002295>	"Oxoid &trade; Kanamycin sulphate supplement"		
<http://purl.jp/bio/10/gmo/GMO_002296>	"Oxoid &trade; Kanamycin aesculin azide agar base"		
<http://purl.jp/bio/10/gmo/GMO_002297>	"Tween &reg; 80 (Sigma, P8074)"		
<http://purl.jp/bio/10/gmo/GMO_002298>	"Beef | 牛肉"		
<http://purl.jp/bio/10/gmo/GMO_002299>	"Horse meat | 馬肉"		
<http://purl.jp/bio/10/gmo/GMO_002300>	"Adenine | アデニン"		
<http://purl.jp/bio/10/gmo/GMO_002301>	"Iron(III) nitrate | 硝酸鉄(III)"	"Ferric nitrate"	
<http://purl.jp/bio/10/gmo/GMO_002302>	"可溶性でんぷん溶液 | Soluble starch solution"		
<http://purl.jp/bio/10/gmo/GMO_002303>	"Iron(III) sulfate solution"		
<http://purl.jp/bio/10/gmo/GMO_002304>	"キシロース溶液 | Xylose solution"		
<http://purl.jp/bio/10/gmo/GMO_002305>	"Colloidal chitin solution | コロイド状キチン溶液"		
<http://purl.jp/bio/10/gmo/GMO_002306>	"Fe(III)-EDTA solution | エチレンジアミン四酢酸ー鉄(Ⅲ) 溶液"		
<http://purl.jp/bio/10/gmo/GMO_002307>	"Copper(II) chloride solution"		
<http://purl.jp/bio/10/gmo/GMO_002308>	"Cerium(III) chloride | 塩化セリウム"		
<http://purl.jp/bio/10/gmo/GMO_002309>	"Cerium(III) chloride solution | 塩化セリウム溶液"		
<http://purl.jp/bio/10/gmo/GMO_002310>	"プロピオン酸ナトリウム溶液 | Sodium propionate solution"		
<http://purl.jp/bio/10/gmo/GMO_002311>	"1,4-Naphthoquinone | 1,4-ナフトキノン"		
<http://purl.jp/bio/10/gmo/GMO_002312>	"TES | TES"		
<http://purl.jp/bio/10/gmo/GMO_002313>	"L-Rhamnose solution | L-ラムノース溶液"		
<http://purl.jp/bio/10/gmo/GMO_002314>	"Lactose solution | 乳糖溶液"		
<http://purl.jp/bio/10/gmo/GMO_002315>	"Sodium selenite solution | 亜セレン酸ナトリウム溶液"		
<http://purl.jp/bio/10/gmo/GMO_002316>	"ピルビン酸ナトリウム(Sigma) | Sodium pyruvate (Sigma)"		
<http://purl.jp/bio/10/gmo/GMO_002317>	"Sodium hydrogen phosphite | 亜リン酸水素二ナトリウム"		
<http://purl.jp/bio/10/gmo/GMO_002318>	"Dipotassium hydrogenphosphite | 亜リン酸水素二カリウム"		
<http://purl.jp/bio/10/gmo/GMO_002319>	"Nissui plate sheep blood agar | 羊血液寒天培地（ニッスイ） | Nissui olate sheep blood agar"		
<http://purl.jp/bio/10/gmo/GMO_002320>	"Vancomycin | バンコマイシン"		
<http://purl.jp/bio/10/gmo/GMO_002321>	"スキロー選択サプリメント | Campylobacter selective supplement (Skirrow)"		
<http://purl.jp/bio/10/gmo/GMO_002322>	"Trimethoprim | トリメトプリム"		
<http://purl.jp/bio/10/gmo/GMO_002323>	"Polymyxin B | ポリミキシンB"		
<http://purl.jp/bio/10/gmo/GMO_002324>	"Kao and Michayluk vitamin solution | Kao, Michayluk ビタミン溶液"		
<http://purl.jp/bio/10/gmo/GMO_002325>	"レチノール | Retinol"	"Vitamin A"	
<http://purl.jp/bio/10/gmo/GMO_002326>	"Cholecalciferol"	"ビタミンD3 | コレカシフェロール | Vitamin D3"	
<http://purl.jp/bio/10/gmo/GMO_002327>	"ポリプロピレングリコール | Polypropylene glycol"		
<http://purl.jp/bio/10/gmo/GMO_002328>	"シアノコバラミン | Cyanocobalamin"		"A manufactured form of vitamin B 12"
<http://purl.jp/bio/10/gmo/GMO_002329>	"Difco &trade; Leptospira Enrichment EMJH"		
<http://purl.jp/bio/10/gmo/GMO_002330>	"Universal peptone M 66 (Merck)"		"A mixture of casein peptone and meat peptone."
<http://purl.jp/bio/10/gmo/GMO_002331>	"Difco &trande; Bordet gengou agar base"		
<http://purl.jp/bio/10/gmo/GMO_002332>	"Sodium tetraborate | テトラホウ酸ナトリウム"		
<http://purl.jp/bio/10/gmo/GMO_002333>	"Liver powder | 肝臓粉末"		
<http://purl.jp/bio/10/gmo/GMO_002334>	"Tomato juice (Del Monte) | トマトジュース（デルモンテ）"		
<http://purl.jp/bio/10/gmo/GMO_002335>	"Columbia blood agar base | コロンビア血液寒天基礎培地"		
<http://purl.jp/bio/10/gmo/GMO_002336>	"Oxoid &trade; Columbia blood agar base"		
<http://purl.jp/bio/10/gmo/GMO_002337>	"Leafy soil"		
<http://purl.jp/bio/10/gmo/GMO_002338>	"Sheep blood, sterile, defibrinated"		
<http://purl.jp/bio/10/gmo/GMO_002339>	"Maltodextrin | マルトデキストリン"		
<http://purl.jp/bio/10/gmo/GMO_002340>	"Dried yeast | 乾燥酵母"		
<http://purl.jp/bio/10/gmo/GMO_002341>	"Rice straw | 稲わら"		
<http://purl.jp/bio/10/gmo/GMO_002342>	"4-ヒドロキシ安息香酸 | 4-Hydroxybenzoic acid"		
<http://purl.jp/bio/10/gmo/GMO_002343>	"R2A broth"		
<http://purl.jp/bio/10/gmo/GMO_002344>	"Gelrite &reg; | ゲルライト"		
<http://purl.jp/bio/10/gmo/GMO_002345>	"Gelrite &reg; solution | ゲルライト溶液"		
<http://purl.jp/bio/10/gmo/GMO_002346>	"BBL &trade; Lowenstein-Jensen medium"		
<http://purl.jp/bio/10/gmo/GMO_002347>	"テストステロン | Testosterone"		
<http://purl.jp/bio/10/gmo/GMO_002348>	"Acetone | アセトン"		
<http://purl.jp/bio/10/gmo/GMO_002349>	"Trisodium citrate solution"		
<http://purl.jp/bio/10/gmo/GMO_002350>	"SI medium dehydrated | 火落菌検出培地"		"Nippon Jozo Kyokai"
<http://purl.jp/bio/10/gmo/GMO_002351>	"Sodium azide | アジ化ナトリウム"		
<http://purl.jp/bio/10/gmo/GMO_002352>	"Farm soil"		
<http://purl.jp/bio/10/gmo/GMO_002353>	"Chloramphenicol solution | クロラムフェニコール溶液"		
<http://purl.jp/bio/10/gmo/GMO_002354>	"Iron(III) sulfate hexahydrate | 硫酸鉄(III)六水和物"	"Ferric sulfate hexahydrate"	
<http://purl.jp/bio/10/gmo/GMO_002355>	"Swine serum"		
<http://purl.jp/bio/10/gmo/GMO_002356>	"Oxoid &trade; Pepton special"	"Special peptone"	
<http://purl.jp/bio/10/gmo/GMO_002357>	"Yeast dialysate"		
<http://purl.jp/bio/10/gmo/GMO_002358>	"Heart infusion broth"		
<http://purl.jp/bio/10/gmo/GMO_002359>	"SAG &trade; 471 antifoam concentrate"		
<http://purl.jp/bio/10/gmo/GMO_002360>	"Whatman &reg; qualitative filter paper, grade 1 | ワットマン濾紙 #1"		
<http://purl.jp/bio/10/gmo/GMO_002361>	"Hydroxocobalamin hydrochloride | 塩酸ヒドロキソコバラミン"	"Vitamin B12a"	
<http://purl.jp/bio/10/gmo/GMO_002362>	"Trypticase soy yeast broth"	"TSY broth"	
<http://purl.jp/bio/10/gmo/GMO_002363>	"Egg york | 卵黄"		
<http://purl.jp/bio/10/gmo/GMO_002364>	"Potato flour | 片栗粉"		
<http://purl.jp/bio/10/gmo/GMO_002365>	"Bovine Serum Albumin (Sigma)"		"A9647"
<http://purl.jp/bio/10/gmo/GMO_002366>	"Rice extract | 米抽出液"		
<http://purl.jp/bio/10/gmo/GMO_002367>	"BBL &trade; Columbia agar with 5% sheep blood"		
<http://purl.jp/bio/10/gmo/GMO_002368>	"alpha-Ketoglutaric acid, potassium salt"		
<http://purl.jp/bio/10/gmo/GMO_002369>	"Sodium acetate hexahydrate | 酢酸ナトリウム六水和物"		
<http://purl.jp/bio/10/gmo/GMO_002370>	"Streptomycin | ストレプトマイシン"		
<http://purl.jp/bio/10/gmo/GMO_002371>	"Streptomycin solution | ストレプトマイシン溶液"		
<http://purl.jp/bio/10/gmo/GMO_002372>	"Calcium chloride heptahydrate | 塩化カルシウム七水和物"		
<http://purl.jp/bio/10/gmo/GMO_002373>	"Copper(II) chloride tetrahydrate | 塩化銅(II)四水和物"	"CuCl2⋅4H2O"	
<http://purl.jp/bio/10/gmo/GMO_002374>	"CAPS"	"CAPS buffer | N-cyclohexyl-3-aminopropanesulfonic acid"	
<http://purl.jp/bio/10/gmo/GMO_002375>	"Pyrroloquinoline quinone | ピロロキノリンキノン"	"PQQ"	
<http://purl.jp/bio/10/gmo/GMO_002376>	"BBL &trade; Hemoglobin, bovine, freeze-dried"	"Dried Bovine Hemoglobin (BD 212392)"	
<http://purl.jp/bio/10/gmo/GMO_002377>	"Heart infusion agar (Eiken) | ハートインフュジョン寒天培地'栄研'"		
<http://purl.jp/bio/10/gmo/GMO_002378>	"Heart infusion broth (Eiken) | ハートインフュジョンブイヨン培地'栄研'"		
<http://purl.jp/bio/10/gmo/GMO_002379>	"Nicotine"		
<http://purl.jp/bio/10/gmo/GMO_002380>	"Pectin (Apple) | ペクチン（リンゴ由来）"		
<http://purl.jp/bio/10/gmo/GMO_002381>	"Pectin (Citrus peel) | ペクチン（柑橘類皮由来）"		
<http://purl.jp/bio/10/gmo/GMO_002382>	"Crotonic acid (Sigma-Aldrich)"		
<http://purl.jp/bio/10/gmo/GMO_002383>	"クエン酸溶液 | Citric acid solution"		
<http://purl.jp/bio/10/gmo/GMO_002384>	"Fluka &trade; L(-)-Nicotine (Honeywell)"		
<http://purl.jp/bio/10/gmo/GMO_002385>	"Polypropylene glycol 4000 | ポリプロピレングリコール4000"		
<http://purl.jp/bio/10/gmo/GMO_002386>	"Gibco &trade; Bovine serum, heat-inactivated"		
<http://purl.jp/bio/10/gmo/GMO_002387>	"Bacto &trade; Casamino acids, technical"		
<http://purl.jp/bio/10/gmo/GMO_002388>	"Tryptic digest of beef heart | 牛心筋の膵消化物"	"牛心筋ペプトン"	
<http://purl.jp/bio/10/gmo/GMO_002389>	"Tryptic soy broth (Merck)"		
<http://purl.jp/bio/10/gmo/GMO_002390>	"N-acetylglucosamine solution"		
<http://purl.jp/bio/10/gmo/GMO_002391>	"EDTA disodium salt"	"Edetate disodium"	
<http://purl.jp/bio/10/gmo/GMO_002392>	"DNA from fish sperm | デオキシリボ核酸 魚類精子由来"		
<http://purl.jp/bio/10/gmo/GMO_002393>	"DNA from salmon sperm (Sigma) | デオキシリボ核酸 魚類精子由来（Sigma）"		
<http://purl.jp/bio/10/gmo/GMO_002394>	"硝酸カドミウム | Cadmium nitrate"		
<http://purl.jp/bio/10/gmo/GMO_002395>	"硝酸カドミウム四水和物 | Cadmium nitrate tetrahydrate"		
<http://purl.jp/bio/10/gmo/GMO_002396>	"Blood agar"		
<http://purl.jp/bio/10/gmo/GMO_002397>	"Blood agar plate | 血液寒天培地"	"BAP"	
<http://purl.jp/bio/10/gmo/GMO_002398>	"Alginic acid | アルギン酸"		
<http://purl.jp/bio/10/gmo/GMO_002399>	"CMRL 1066 Medium with Glutamine, 10X"		
<http://purl.jp/bio/10/gmo/GMO_002400>	"Fleischmann's yeast"		
<http://purl.jp/bio/10/gmo/GMO_002401>	"Sheep blood agar | ヒツジ血液寒天培地"		
<http://purl.jp/bio/10/gmo/GMO_002402>	"Chelated iron | キレート鉄"		
<http://purl.jp/bio/10/gmo/GMO_002403>	"Silicone antifoam | シリコーン消泡剤"	"Silicone defoamer"	
<http://purl.jp/bio/10/gmo/GMO_002404>	"Antifoam C emulsion"		
<http://purl.jp/bio/10/gmo/GMO_002405>	"HEPES-KOH buffer"		
<http://purl.jp/bio/10/gmo/GMO_002406>	"HEPES-NaOH buffer"		
<http://purl.jp/bio/10/gmo/GMO_002407>	"PolyViteX | ポリバイテックス"		
<http://purl.jp/bio/10/gmo/GMO_002408>	"Sodium metavanadate n-hydrate"		
<http://purl.jp/bio/10/gmo/GMO_002409>	"DNA | DNA"	"デオキシリボ核酸"	
<http://purl.jp/bio/10/gmo/GMO_002410>	"消泡剤SI (Wako) | Antifoam SI (Wako)"		"A silicone defoaming agent"
<http://purl.jp/bio/10/gmo/GMO_002411>	"Oxiod &trade; Legionella CYE Agar Base"		"CM0655"
<http://purl.jp/bio/10/gmo/GMO_002412>	"リンゴジュース | Apple juice"		
<http://purl.jp/bio/10/gmo/GMO_002413>	"4-Aminobenzoic acid solution | 4-アミノ安息香酸溶液"	"para-aminobenzoic acid solution"	
