# KGX edge templates for MetaTraits composed traits
# Subject is left blank — fill with strain/genome CURIE per source database
# Generated: 2026-02-12
# Tool: metpo/scripts/curie_join_metatraits.py v0.2.0
# Pattern: <subject> --[predicate_id]--> <object_id>
#   e.g.: NCBITaxon:562 --[METPO:2000011 ferments]--> CHEBI:17234 (glucose)
# Use negative_predicate_id for negative assay results
#   e.g.: NCBITaxon:562 --[METPO:2000037 does not ferment]--> CHEBI:17057 (cellobiose)
#
metatraits_card_id	metatraits_trait	predicate_id	predicate_label	object_id	object_label	negative_predicate_id	negative_predicate_label	knowledge_level	agent_type	primary_knowledge_source
electron-donor-2-propanol	electron donor: 2-propanol	METPO:2000009	uses as electron donor	CHEBI:15022	2-propanol	METPO:2000035	does not use as electron donor	knowledge_assertion	manual_agent	infores:metatraits
electron-donor-acetate	electron donor: acetate	METPO:2000009	uses as electron donor	CHEBI:15022	acetate	METPO:2000035	does not use as electron donor	knowledge_assertion	manual_agent	infores:metatraits
electron-donor-acetoacetate	electron donor: acetoacetate	METPO:2000009	uses as electron donor	CHEBI:13705	acetoacetate	METPO:2000035	does not use as electron donor	knowledge_assertion	manual_agent	infores:metatraits
electron-donor-agarose	electron donor: agarose	METPO:2000009	uses as electron donor	CHEBI:15022	agarose	METPO:2000035	does not use as electron donor	knowledge_assertion	manual_agent	infores:metatraits
electron-donor-alanine	electron donor: alanine	METPO:2000009	uses as electron donor	CHEBI:15022	alanine	METPO:2000035	does not use as electron donor	knowledge_assertion	manual_agent	infores:metatraits
electron-donor-alpha-d-glucose	electron donor: alpha-D-glucose	METPO:2000009	uses as electron donor	CHEBI:15022	alpha-D-glucose	METPO:2000035	does not use as electron donor	knowledge_assertion	manual_agent	infores:metatraits
electron-donor-amino-acid	electron donor: amino acid	METPO:2000009	uses as electron donor	CHEBI:15022	amino acid	METPO:2000035	does not use as electron donor	knowledge_assertion	manual_agent	infores:metatraits
electron-donor-ammonium	electron donor: ammonium	METPO:2000009	uses as electron donor	CHEBI:15022	ammonium	METPO:2000035	does not use as electron donor	knowledge_assertion	manual_agent	infores:metatraits
electron-donor-arabinose	electron donor: arabinose	METPO:2000009	uses as electron donor	CHEBI:15022	arabinose	METPO:2000035	does not use as electron donor	knowledge_assertion	manual_agent	infores:metatraits
electron-donor-arginine	electron donor: arginine	METPO:2000009	uses as electron donor	CHEBI:15022	arginine	METPO:2000035	does not use as electron donor	knowledge_assertion	manual_agent	infores:metatraits
electron-donor-ascorbate	electron donor: ascorbate	METPO:2000009	uses as electron donor	CHEBI:15022	ascorbate	METPO:2000035	does not use as electron donor	knowledge_assertion	manual_agent	infores:metatraits
electron-donor-aspartate	electron donor: aspartate	METPO:2000009	uses as electron donor	CHEBI:15022	aspartate	METPO:2000035	does not use as electron donor	knowledge_assertion	manual_agent	infores:metatraits
electron-donor-benzene	electron donor: benzene	METPO:2000009	uses as electron donor	CHEBI:15022	benzene	METPO:2000035	does not use as electron donor	knowledge_assertion	manual_agent	infores:metatraits
electron-donor-benzoate	electron donor: benzoate	METPO:2000009	uses as electron donor	CHEBI:15022	benzoate	METPO:2000035	does not use as electron donor	knowledge_assertion	manual_agent	infores:metatraits
electron-donor-betaine	electron donor: betaine	METPO:2000009	uses as electron donor	CHEBI:15022	betaine	METPO:2000035	does not use as electron donor	knowledge_assertion	manual_agent	infores:metatraits
electron-donor-butanol	electron donor: butanol	METPO:2000009	uses as electron donor	CHEBI:15022	butanol	METPO:2000035	does not use as electron donor	knowledge_assertion	manual_agent	infores:metatraits
electron-donor-butyrate	electron donor: butyrate	METPO:2000009	uses as electron donor	CHEBI:15022	butyrate	METPO:2000035	does not use as electron donor	knowledge_assertion	manual_agent	infores:metatraits
electron-donor-carbon-monoxide	electron donor: carbon monoxide	METPO:2000009	uses as electron donor	CHEBI:15022	carbon monoxide	METPO:2000035	does not use as electron donor	knowledge_assertion	manual_agent	infores:metatraits
electron-donor-casamino-acids	electron donor: casamino acids	METPO:2000009	uses as electron donor	CHEBI:15022	casamino acids	METPO:2000035	does not use as electron donor	knowledge_assertion	manual_agent	infores:metatraits
electron-donor-cellobiose	electron donor: cellobiose	METPO:2000009	uses as electron donor	CHEBI:15022	cellobiose	METPO:2000035	does not use as electron donor	knowledge_assertion	manual_agent	infores:metatraits
electron-donor-choline	electron donor: choline	METPO:2000009	uses as electron donor	CHEBI:15022	choline	METPO:2000035	does not use as electron donor	knowledge_assertion	manual_agent	infores:metatraits
electron-donor-citrate	electron donor: citrate	METPO:2000009	uses as electron donor	CHEBI:15022	citrate	METPO:2000035	does not use as electron donor	knowledge_assertion	manual_agent	infores:metatraits
electron-donor-crotonate	electron donor: crotonate	METPO:2000009	uses as electron donor	CHEBI:15022	crotonate	METPO:2000035	does not use as electron donor	knowledge_assertion	manual_agent	infores:metatraits
electron-donor-cysteine	electron donor: cysteine	METPO:2000009	uses as electron donor	CHEBI:15022	cysteine	METPO:2000035	does not use as electron donor	knowledge_assertion	manual_agent	infores:metatraits
electron-donor-d-arabinose	electron donor: D-arabinose	METPO:2000009	uses as electron donor	CHEBI:15022	D-arabinose	METPO:2000035	does not use as electron donor	knowledge_assertion	manual_agent	infores:metatraits
electron-donor-d-fructose	electron donor: D-fructose	METPO:2000009	uses as electron donor	CHEBI:15022	D-fructose	METPO:2000035	does not use as electron donor	knowledge_assertion	manual_agent	infores:metatraits
electron-donor-d-glucose	electron donor: D-glucose	METPO:2000009	uses as electron donor	CHEBI:15022	D-glucose	METPO:2000035	does not use as electron donor	knowledge_assertion	manual_agent	infores:metatraits
electron-donor-d-mannose	electron donor: D-mannose	METPO:2000009	uses as electron donor	CHEBI:15022	D-mannose	METPO:2000035	does not use as electron donor	knowledge_assertion	manual_agent	infores:metatraits
electron-donor-d-ribose	electron donor: D-ribose	METPO:2000009	uses as electron donor	CHEBI:15022	D-ribose	METPO:2000035	does not use as electron donor	knowledge_assertion	manual_agent	infores:metatraits
electron-donor-decanoate	electron donor: decanoate	METPO:2000009	uses as electron donor	CHEBI:15022	decanoate	METPO:2000035	does not use as electron donor	knowledge_assertion	manual_agent	infores:metatraits
electron-donor-dihydrogen	electron donor: dihydrogen	METPO:2000009	uses as electron donor	CHEBI:15022	dihydrogen	METPO:2000035	does not use as electron donor	knowledge_assertion	manual_agent	infores:metatraits
electron-donor-dithionite	electron donor: dithionite	METPO:2000009	uses as electron donor	CHEBI:15022	dithionite	METPO:2000035	does not use as electron donor	knowledge_assertion	manual_agent	infores:metatraits
electron-donor-elemental-sulfur	electron donor: elemental sulfur	METPO:2000009	uses as electron donor	CHEBI:15022	elemental sulfur	METPO:2000035	does not use as electron donor	knowledge_assertion	manual_agent	infores:metatraits
electron-donor-ethanol	electron donor: ethanol	METPO:2000009	uses as electron donor	CHEBI:15022	ethanol	METPO:2000035	does not use as electron donor	knowledge_assertion	manual_agent	infores:metatraits
electron-donor-ferric-iron	electron donor: ferric iron	METPO:2000009	uses as electron donor	CHEBI:15022	ferric iron	METPO:2000035	does not use as electron donor	knowledge_assertion	manual_agent	infores:metatraits
electron-donor-ferrous-ion	electron donor: ferrous ion	METPO:2000009	uses as electron donor	CHEBI:15022	ferrous ion	METPO:2000035	does not use as electron donor	knowledge_assertion	manual_agent	infores:metatraits
electron-donor-formate	electron donor: formate	METPO:2000009	uses as electron donor	CHEBI:15022	formate	METPO:2000035	does not use as electron donor	knowledge_assertion	manual_agent	infores:metatraits
electron-donor-fructose	electron donor: fructose	METPO:2000009	uses as electron donor	CHEBI:15022	fructose	METPO:2000035	does not use as electron donor	knowledge_assertion	manual_agent	infores:metatraits
electron-donor-fumarate	electron donor: fumarate	METPO:2000009	uses as electron donor	CHEBI:15022	fumarate	METPO:2000035	does not use as electron donor	knowledge_assertion	manual_agent	infores:metatraits
electron-donor-galactose	electron donor: galactose	METPO:2000009	uses as electron donor	CHEBI:15022	galactose	METPO:2000035	does not use as electron donor	knowledge_assertion	manual_agent	infores:metatraits
electron-donor-glucose	electron donor: glucose	METPO:2000009	uses as electron donor	CHEBI:15022	glucose	METPO:2000035	does not use as electron donor	knowledge_assertion	manual_agent	infores:metatraits
electron-donor-glycerol	electron donor: glycerol	METPO:2000009	uses as electron donor	CHEBI:15022	glycerol	METPO:2000035	does not use as electron donor	knowledge_assertion	manual_agent	infores:metatraits
electron-donor-hydrogen-sulfide	electron donor: hydrogen sulfide	METPO:2000009	uses as electron donor	CHEBI:15022	hydrogen sulfide	METPO:2000035	does not use as electron donor	knowledge_assertion	manual_agent	infores:metatraits
electron-donor-iron	electron donor: iron	METPO:2000009	uses as electron donor	CHEBI:15022	iron	METPO:2000035	does not use as electron donor	knowledge_assertion	manual_agent	infores:metatraits
electron-donor-isoleucine	electron donor: isoleucine	METPO:2000009	uses as electron donor	CHEBI:15022	isoleucine	METPO:2000035	does not use as electron donor	knowledge_assertion	manual_agent	infores:metatraits
electron-donor-lactate	electron donor: lactate	METPO:2000009	uses as electron donor	CHEBI:15022	lactate	METPO:2000035	does not use as electron donor	knowledge_assertion	manual_agent	infores:metatraits
electron-donor-lactose	electron donor: lactose	METPO:2000009	uses as electron donor	CHEBI:15022	lactose	METPO:2000035	does not use as electron donor	knowledge_assertion	manual_agent	infores:metatraits
electron-donor-malate	electron donor: malate	METPO:2000009	uses as electron donor	CHEBI:15022	malate	METPO:2000035	does not use as electron donor	knowledge_assertion	manual_agent	infores:metatraits
electron-donor-maltose	electron donor: maltose	METPO:2000009	uses as electron donor	CHEBI:15022	maltose	METPO:2000035	does not use as electron donor	knowledge_assertion	manual_agent	infores:metatraits
electron-donor-manganese	electron donor: manganese	METPO:2000009	uses as electron donor	CHEBI:15022	manganese	METPO:2000035	does not use as electron donor	knowledge_assertion	manual_agent	infores:metatraits
electron-donor-mannose	electron donor: mannose	METPO:2000009	uses as electron donor	CHEBI:15022	mannose	METPO:2000035	does not use as electron donor	knowledge_assertion	manual_agent	infores:metatraits
electron-donor-nitrite	electron donor: nitrite	METPO:2000009	uses as electron donor		nitrite	METPO:2000035	does not use as electron donor	knowledge_assertion	manual_agent	infores:metatraits
electron-donor-n-acetyl-d-glucosamine	electron donor: N-acetyl-D-glucosamine	METPO:2000009	uses as electron donor	CHEBI:15022	N-acetyl-D-glucosamine	METPO:2000035	does not use as electron donor	knowledge_assertion	manual_agent	infores:metatraits
electron-donor-propanol	electron donor: propanol	METPO:2000009	uses as electron donor	CHEBI:15022	propanol	METPO:2000035	does not use as electron donor	knowledge_assertion	manual_agent	infores:metatraits
electron-donor-propionate	electron donor: propionate	METPO:2000009	uses as electron donor	CHEBI:15022	propionate	METPO:2000035	does not use as electron donor	knowledge_assertion	manual_agent	infores:metatraits
electron-donor-pyrite	electron donor: pyrite	METPO:2000009	uses as electron donor	CHEBI:15022	pyrite	METPO:2000035	does not use as electron donor	knowledge_assertion	manual_agent	infores:metatraits
electron-donor-pyruvate	electron donor: pyruvate	METPO:2000009	uses as electron donor	CHEBI:15022	pyruvate	METPO:2000035	does not use as electron donor	knowledge_assertion	manual_agent	infores:metatraits
electron-donor-serine	electron donor: serine	METPO:2000009	uses as electron donor	CHEBI:15022	serine	METPO:2000035	does not use as electron donor	knowledge_assertion	manual_agent	infores:metatraits
electron-donor-succinate	electron donor: succinate	METPO:2000009	uses as electron donor	CHEBI:15022	succinate	METPO:2000035	does not use as electron donor	knowledge_assertion	manual_agent	infores:metatraits
electron-donor-sulfide	electron donor: sulfide	METPO:2000009	uses as electron donor	CHEBI:15022	sulfide	METPO:2000035	does not use as electron donor	knowledge_assertion	manual_agent	infores:metatraits
electron-donor-sulfite	electron donor: sulfite	METPO:2000009	uses as electron donor	CHEBI:15022	sulfite	METPO:2000035	does not use as electron donor	knowledge_assertion	manual_agent	infores:metatraits
electron-donor-tetrathionate	electron donor: tetrathionate	METPO:2000009	uses as electron donor	CHEBI:15022	tetrathionate	METPO:2000035	does not use as electron donor	knowledge_assertion	manual_agent	infores:metatraits
electron-donor-thiocyanate	electron donor: thiocyanate	METPO:2000009	uses as electron donor	CHEBI:15022	thiocyanate	METPO:2000035	does not use as electron donor	knowledge_assertion	manual_agent	infores:metatraits
electron-donor-thiosulfate	electron donor: thiosulfate	METPO:2000009	uses as electron donor	CHEBI:15022	thiosulfate	METPO:2000035	does not use as electron donor	knowledge_assertion	manual_agent	infores:metatraits
electron-donor-trithionate	electron donor: trithionate	METPO:2000009	uses as electron donor	CHEBI:15022	trithionate	METPO:2000035	does not use as electron donor	knowledge_assertion	manual_agent	infores:metatraits
electron-donor-yeast-extract	electron donor: yeast extract	METPO:2000009	uses as electron donor	CHEBI:15022	yeast extract	METPO:2000035	does not use as electron donor	knowledge_assertion	manual_agent	infores:metatraits
energy-source-quinic-acid	energy source: (-)-quinic acid	METPO:2000010	uses as energy source	CHEBI:17521	(-)-quinic acid	METPO:2000036	does not use as energy source	knowledge_assertion	manual_agent	infores:metatraits
energy-source-2-d-lactose	energy source: (2)-D-lactose	METPO:2000010	uses as energy source		(2)-D-lactose	METPO:2000036	does not use as energy source	knowledge_assertion	manual_agent	infores:metatraits
energy-source-r-malic-acid	energy source: (R)-malic acid	METPO:2000010	uses as energy source	CHEBI:30796	(R)-malic acid	METPO:2000036	does not use as energy source	knowledge_assertion	manual_agent	infores:metatraits
energy-source-s-lactate	energy source: (S)-lactate	METPO:2000010	uses as energy source	CHEBI:16651	(S)-lactate	METPO:2000036	does not use as energy source	knowledge_assertion	manual_agent	infores:metatraits
energy-source-s-malic-acid	energy source: (S)-malic acid	METPO:2000010	uses as energy source	CHEBI:30797	(S)-malic acid	METPO:2000036	does not use as energy source	knowledge_assertion	manual_agent	infores:metatraits
energy-source-1-sodium-lactate	energy source: 1 % sodium lactate	METPO:2000010	uses as energy source		1 % sodium lactate	METPO:2000036	does not use as energy source	knowledge_assertion	manual_agent	infores:metatraits
energy-source-2-dehydro-d-gluconate	energy source: 2-dehydro-D-gluconate	METPO:2000010	uses as energy source	CHEBI:16808	2-dehydro-D-gluconate	METPO:2000036	does not use as energy source	knowledge_assertion	manual_agent	infores:metatraits
energy-source-2-deoxyadenosine	energy source: 2-deoxyadenosine	METPO:2000010	uses as energy source	CHEBI:17256	2-deoxyadenosine	METPO:2000036	does not use as energy source	knowledge_assertion	manual_agent	infores:metatraits
energy-source-2-hydroxybutyrate	energy source: 2-hydroxybutyrate	METPO:2000010	uses as energy source	CHEBI:64552	2-hydroxybutyrate	METPO:2000036	does not use as energy source	knowledge_assertion	manual_agent	infores:metatraits
energy-source-2-oxobutanoate	energy source: 2-oxobutanoate	METPO:2000010	uses as energy source	CHEBI:16763	2-oxobutanoate	METPO:2000036	does not use as energy source	knowledge_assertion	manual_agent	infores:metatraits
energy-source-2-oxoglutarate	energy source: 2-oxoglutarate	METPO:2000010	uses as energy source	CHEBI:30916	2-oxoglutarate	METPO:2000036	does not use as energy source	knowledge_assertion	manual_agent	infores:metatraits
energy-source-2-oxopentanoate	energy source: 2-oxopentanoate	METPO:2000010	uses as energy source	CHEBI:28644	2-oxopentanoate	METPO:2000036	does not use as energy source	knowledge_assertion	manual_agent	infores:metatraits
energy-source-2-propanol	energy source: 2-propanol	METPO:2000010	uses as energy source	CHEBI:17824	2-propanol	METPO:2000036	does not use as energy source	knowledge_assertion	manual_agent	infores:metatraits
energy-source-2-3-butanediol	energy source: 2,3-butanediol	METPO:2000010	uses as energy source	CHEBI:62064	2,3-butanediol	METPO:2000036	does not use as energy source	knowledge_assertion	manual_agent	infores:metatraits
energy-source-3-hydroxybenzoate	energy source: 3-hydroxybenzoate	METPO:2000010	uses as energy source	CHEBI:16193	3-hydroxybenzoate	METPO:2000036	does not use as energy source	knowledge_assertion	manual_agent	infores:metatraits
energy-source-3-hydroxybutyrate	energy source: 3-hydroxybutyrate	METPO:2000010	uses as energy source	CHEBI:37054	3-hydroxybutyrate	METPO:2000036	does not use as energy source	knowledge_assertion	manual_agent	infores:metatraits
energy-source-3-methylglucose	energy source: 3-methylglucose	METPO:2000010	uses as energy source	CHEBI:73918	3-methylglucose	METPO:2000036	does not use as energy source	knowledge_assertion	manual_agent	infores:metatraits
energy-source-3-nitropropanoate	energy source: 3-nitropropanoate	METPO:2000010	uses as energy source	CHEBI:59899	3-nitropropanoate	METPO:2000036	does not use as energy source	knowledge_assertion	manual_agent	infores:metatraits
energy-source-3-o-methyl-d-glucose	energy source: 3-O-methyl-D-glucose	METPO:2000010	uses as energy source	CHEBI:73918	3-O-methyl-D-glucose	METPO:2000036	does not use as energy source	knowledge_assertion	manual_agent	infores:metatraits
energy-source-4-aminobutyrate	energy source: 4-aminobutyrate	METPO:2000010	uses as energy source	CHEBI:30566	4-aminobutyrate	METPO:2000036	does not use as energy source	knowledge_assertion	manual_agent	infores:metatraits
energy-source-4-hydroxy-l-proline	energy source: 4-hydroxy-L-proline	METPO:2000010	uses as energy source	CHEBI:18240	4-hydroxy-L-proline	METPO:2000036	does not use as energy source	knowledge_assertion	manual_agent	infores:metatraits
energy-source-4-hydroxybenzoate	energy source: 4-hydroxybenzoate	METPO:2000010	uses as energy source	CHEBI:17879	4-hydroxybenzoate	METPO:2000036	does not use as energy source	knowledge_assertion	manual_agent	infores:metatraits
energy-source-4-hydroxybutyrate	energy source: 4-hydroxybutyrate	METPO:2000010	uses as energy source	CHEBI:16724	4-hydroxybutyrate	METPO:2000036	does not use as energy source	knowledge_assertion	manual_agent	infores:metatraits
energy-source-4-hydroxyphenylacetic-acid	energy source: 4-hydroxyphenylacetic acid	METPO:2000010	uses as energy source	CHEBI:18101	4-hydroxyphenylacetic acid	METPO:2000036	does not use as energy source	knowledge_assertion	manual_agent	infores:metatraits
energy-source-5-dehydro-d-gluconate	energy source: 5-dehydro-D-gluconate	METPO:2000010	uses as energy source	CHEBI:58143	5-dehydro-D-gluconate	METPO:2000036	does not use as energy source	knowledge_assertion	manual_agent	infores:metatraits
energy-source-acetate	energy source: acetate	METPO:2000010	uses as energy source	CHEBI:30089	acetate	METPO:2000036	does not use as energy source	knowledge_assertion	manual_agent	infores:metatraits
energy-source-acetic-acid	energy source: acetic acid	METPO:2000010	uses as energy source	CHEBI:16411	acetic acid	METPO:2000036	does not use as energy source	knowledge_assertion	manual_agent	infores:metatraits
energy-source-acetoacetate	energy source: acetoacetate	METPO:2000010	uses as energy source	CHEBI:13705	acetoacetate	METPO:2000036	does not use as energy source	knowledge_assertion	manual_agent	infores:metatraits
energy-source-adenosine	energy source: adenosine	METPO:2000010	uses as energy source	CHEBI:16335	adenosine	METPO:2000036	does not use as energy source	knowledge_assertion	manual_agent	infores:metatraits
energy-source-adipate	energy source: adipate	METPO:2000010	uses as energy source	CHEBI:17128	adipate	METPO:2000036	does not use as energy source	knowledge_assertion	manual_agent	infores:metatraits
energy-source-agar	energy source: agar	METPO:2000010	uses as energy source	CHEBI:2509	agar	METPO:2000036	does not use as energy source	knowledge_assertion	manual_agent	infores:metatraits
energy-source-agarose	energy source: agarose	METPO:2000010	uses as energy source	CHEBI:2511	agarose	METPO:2000036	does not use as energy source	knowledge_assertion	manual_agent	infores:metatraits
energy-source-alanine	energy source: alanine	METPO:2000010	uses as energy source	CHEBI:16449	alanine	METPO:2000036	does not use as energy source	knowledge_assertion	manual_agent	infores:metatraits
energy-source-alpha-d-glucose	energy source: alpha-D-glucose	METPO:2000010	uses as energy source	CHEBI:17925	alpha-D-glucose	METPO:2000036	does not use as energy source	knowledge_assertion	manual_agent	infores:metatraits
energy-source-alpha-hydroxybutyrate	energy source: alpha-hydroxybutyrate	METPO:2000010	uses as energy source	CHEBI:64552	alpha-hydroxybutyrate	METPO:2000036	does not use as energy source	knowledge_assertion	manual_agent	infores:metatraits
energy-source-alpha-lactose	energy source: alpha-lactose	METPO:2000010	uses as energy source	CHEBI:36219	alpha-lactose	METPO:2000036	does not use as energy source	knowledge_assertion	manual_agent	infores:metatraits
energy-source-ammonia	energy source: ammonia	METPO:2000010	uses as energy source	CHEBI:16134	ammonia	METPO:2000036	does not use as energy source	knowledge_assertion	manual_agent	infores:metatraits
energy-source-amp	energy source: amp	METPO:2000010	uses as energy source	CHEBI:16027	amp	METPO:2000036	does not use as energy source	knowledge_assertion	manual_agent	infores:metatraits
energy-source-amygdalin	energy source: amygdalin	METPO:2000010	uses as energy source	CHEBI:27613	amygdalin	METPO:2000036	does not use as energy source	knowledge_assertion	manual_agent	infores:metatraits
energy-source-amylopectin	energy source: amylopectin	METPO:2000010	uses as energy source	CHEBI:28057	amylopectin	METPO:2000036	does not use as energy source	knowledge_assertion	manual_agent	infores:metatraits
energy-source-arabinitol	energy source: arabinitol	METPO:2000010	uses as energy source	CHEBI:22605	arabinitol	METPO:2000036	does not use as energy source	knowledge_assertion	manual_agent	infores:metatraits
energy-source-arabinogalactan	energy source: arabinogalactan	METPO:2000010	uses as energy source	CHEBI:27569	arabinogalactan	METPO:2000036	does not use as energy source	knowledge_assertion	manual_agent	infores:metatraits
energy-source-arabinose	energy source: arabinose	METPO:2000010	uses as energy source	CHEBI:22599	arabinose	METPO:2000036	does not use as energy source	knowledge_assertion	manual_agent	infores:metatraits
energy-source-arbutin	energy source: arbutin	METPO:2000010	uses as energy source	CHEBI:18305	arbutin	METPO:2000036	does not use as energy source	knowledge_assertion	manual_agent	infores:metatraits
energy-source-arginine	energy source: arginine	METPO:2000010	uses as energy source	CHEBI:29016	arginine	METPO:2000036	does not use as energy source	knowledge_assertion	manual_agent	infores:metatraits
energy-source-ascorbate	energy source: ascorbate	METPO:2000010	uses as energy source	CHEBI:22651	ascorbate	METPO:2000036	does not use as energy source	knowledge_assertion	manual_agent	infores:metatraits
energy-source-asparagine	energy source: asparagine	METPO:2000010	uses as energy source	CHEBI:22653	asparagine	METPO:2000036	does not use as energy source	knowledge_assertion	manual_agent	infores:metatraits
energy-source-aspartate	energy source: aspartate	METPO:2000010	uses as energy source	CHEBI:35391	aspartate	METPO:2000036	does not use as energy source	knowledge_assertion	manual_agent	infores:metatraits
energy-source-benzoate	energy source: benzoate	METPO:2000010	uses as energy source	CHEBI:16150	benzoate	METPO:2000036	does not use as energy source	knowledge_assertion	manual_agent	infores:metatraits
energy-source-benzoin	energy source: benzoin	METPO:2000010	uses as energy source	CHEBI:17682	benzoin	METPO:2000036	does not use as energy source	knowledge_assertion	manual_agent	infores:metatraits
energy-source-beta-d-glucuronic-acid	energy source: beta-D-glucuronic acid	METPO:2000010	uses as energy source	CHEBI:28860	beta-D-glucuronic acid	METPO:2000036	does not use as energy source	knowledge_assertion	manual_agent	infores:metatraits
energy-source-beta-hydroxybutyrate	energy source: beta-hydroxybutyrate	METPO:2000010	uses as energy source	CHEBI:8295	beta-hydroxybutyrate	METPO:2000036	does not use as energy source	knowledge_assertion	manual_agent	infores:metatraits
energy-source-betaine	energy source: betaine	METPO:2000010	uses as energy source	CHEBI:17750	betaine	METPO:2000036	does not use as energy source	knowledge_assertion	manual_agent	infores:metatraits
energy-source-bromosuccinate	energy source: bromosuccinate	METPO:2000010	uses as energy source	CHEBI:73706	bromosuccinate	METPO:2000036	does not use as energy source	knowledge_assertion	manual_agent	infores:metatraits
energy-source-butanol	energy source: butanol	METPO:2000010	uses as energy source	CHEBI:28885	butanol	METPO:2000036	does not use as energy source	knowledge_assertion	manual_agent	infores:metatraits
energy-source-butyrate	energy source: butyrate	METPO:2000010	uses as energy source	CHEBI:17968	butyrate	METPO:2000036	does not use as energy source	knowledge_assertion	manual_agent	infores:metatraits
energy-source-carbon-dioxide	energy source: carbon dioxide	METPO:2000010	uses as energy source	CHEBI:16526	carbon dioxide	METPO:2000036	does not use as energy source	knowledge_assertion	manual_agent	infores:metatraits
energy-source-carbon-disulfide	energy source: carbon disulfide	METPO:2000010	uses as energy source	CHEBI:23012	carbon disulfide	METPO:2000036	does not use as energy source	knowledge_assertion	manual_agent	infores:metatraits
energy-source-carbon-monoxide	energy source: carbon monoxide	METPO:2000010	uses as energy source	CHEBI:17245	carbon monoxide	METPO:2000036	does not use as energy source	knowledge_assertion	manual_agent	infores:metatraits
energy-source-casamino-acids	energy source: casamino acids	METPO:2000010	uses as energy source		casamino acids	METPO:2000036	does not use as energy source	knowledge_assertion	manual_agent	infores:metatraits
energy-source-casein-hydrolysate	energy source: casein hydrolysate	METPO:2000010	uses as energy source		casein hydrolysate	METPO:2000036	does not use as energy source	knowledge_assertion	manual_agent	infores:metatraits
energy-source-cellobiose	energy source: cellobiose	METPO:2000010	uses as energy source	CHEBI:17057	cellobiose	METPO:2000036	does not use as energy source	knowledge_assertion	manual_agent	infores:metatraits
energy-source-cellulose	energy source: cellulose	METPO:2000010	uses as energy source	CHEBI:62968	cellulose	METPO:2000036	does not use as energy source	knowledge_assertion	manual_agent	infores:metatraits
energy-source-citrate	energy source: citrate	METPO:2000010	uses as energy source	CHEBI:16947	citrate	METPO:2000036	does not use as energy source	knowledge_assertion	manual_agent	infores:metatraits
energy-source-citric-acid	energy source: citric acid	METPO:2000010	uses as energy source	CHEBI:53258	citric acid	METPO:2000036	does not use as energy source	knowledge_assertion	manual_agent	infores:metatraits
energy-source-coumarate	energy source: coumarate	METPO:2000010	uses as energy source	CHEBI:23399	coumarate	METPO:2000036	does not use as energy source	knowledge_assertion	manual_agent	infores:metatraits
energy-source-creatine	energy source: creatine	METPO:2000010	uses as energy source	CHEBI:16919	creatine	METPO:2000036	does not use as energy source	knowledge_assertion	manual_agent	infores:metatraits
energy-source-cyclodextrin	energy source: cyclodextrin	METPO:2000010	uses as energy source	CHEBI:23456	cyclodextrin	METPO:2000036	does not use as energy source	knowledge_assertion	manual_agent	infores:metatraits
energy-source-cysteine	energy source: cysteine	METPO:2000010	uses as energy source	CHEBI:15356	cysteine	METPO:2000036	does not use as energy source	knowledge_assertion	manual_agent	infores:metatraits
energy-source-d-alanine	energy source: D-alanine	METPO:2000010	uses as energy source	CHEBI:15570	D-alanine	METPO:2000036	does not use as energy source	knowledge_assertion	manual_agent	infores:metatraits
energy-source-d-arabinose	energy source: D-arabinose	METPO:2000010	uses as energy source	CHEBI:17108	D-arabinose	METPO:2000036	does not use as energy source	knowledge_assertion	manual_agent	infores:metatraits
energy-source-d-arabitol	energy source: D-arabitol	METPO:2000010	uses as energy source	CHEBI:18333	D-arabitol	METPO:2000036	does not use as energy source	knowledge_assertion	manual_agent	infores:metatraits
energy-source-d-aspartate	energy source: D-aspartate	METPO:2000010	uses as energy source	CHEBI:29990	D-aspartate	METPO:2000036	does not use as energy source	knowledge_assertion	manual_agent	infores:metatraits
energy-source-d-fructose	energy source: D-fructose	METPO:2000010	uses as energy source	CHEBI:15824	D-fructose	METPO:2000036	does not use as energy source	knowledge_assertion	manual_agent	infores:metatraits
energy-source-d-fructose-6-phosphate	energy source: D-fructose 6-phosphate	METPO:2000010	uses as energy source	CHEBI:78697	D-fructose 6-phosphate	METPO:2000036	does not use as energy source	knowledge_assertion	manual_agent	infores:metatraits
energy-source-d-fucose	energy source: D-fucose	METPO:2000010	uses as energy source	CHEBI:28847	D-fucose	METPO:2000036	does not use as energy source	knowledge_assertion	manual_agent	infores:metatraits
energy-source-d-galactose	energy source: D-galactose	METPO:2000010	uses as energy source	CHEBI:12936	D-galactose	METPO:2000036	does not use as energy source	knowledge_assertion	manual_agent	infores:metatraits
energy-source-d-gluconate	energy source: D-gluconate	METPO:2000010	uses as energy source	CHEBI:8391	D-gluconate	METPO:2000036	does not use as energy source	knowledge_assertion	manual_agent	infores:metatraits
energy-source-d-glucose	energy source: D-glucose	METPO:2000010	uses as energy source	CHEBI:17634	D-glucose	METPO:2000036	does not use as energy source	knowledge_assertion	manual_agent	infores:metatraits
energy-source-d-glucuronate	energy source: D-glucuronate	METPO:2000010	uses as energy source	CHEBI:15748	D-glucuronate	METPO:2000036	does not use as energy source	knowledge_assertion	manual_agent	infores:metatraits
