# KGX edge templates for MetaTraits composed traits
# Subject is left blank — fill with strain/genome CURIE per source database
# Generated: 2026-02-12
# Tool: metpo/scripts/curie_join_metatraits.py v0.2.0
# Pattern: <subject> --[predicate_id]--> <object_id>
#   e.g.: NCBITaxon:562 --[METPO:2000011 ferments]--> CHEBI:17234 (glucose)
# Use negative_predicate_id for negative assay results
#   e.g.: NCBITaxon:562 --[METPO:2000037 does not ferment]--> CHEBI:17057 (cellobiose)
#
metatraits_card_id	metatraits_trait	predicate_id	predicate_label	object_id	object_label	negative_predicate_id	negative_predicate_label	knowledge_level	agent_type	primary_knowledge_source
oxidation-sulfide	oxidation: sulfide	METPO:2000016	oxidizes	CHEBI:15138	sulfide	METPO:2000042	does not oxidize	knowledge_assertion	manual_agent	infores:metatraits
oxidation-tetrathionate	oxidation: tetrathionate	METPO:2000016	oxidizes	CHEBI:15226	tetrathionate	METPO:2000042	does not oxidize	knowledge_assertion	manual_agent	infores:metatraits
oxidation-tetrazolium-violet	oxidation: tetrazolium violet	METPO:2000016	oxidizes	CHEBI:75193	tetrazolium violet	METPO:2000042	does not oxidize	knowledge_assertion	manual_agent	infores:metatraits
oxidation-thiosulfate	oxidation: thiosulfate	METPO:2000016	oxidizes	CHEBI:16094	thiosulfate	METPO:2000042	does not oxidize	knowledge_assertion	manual_agent	infores:metatraits
oxidation-tryptophan	oxidation: tryptophan	METPO:2000016	oxidizes	CHEBI:27897	tryptophan	METPO:2000042	does not oxidize	knowledge_assertion	manual_agent	infores:metatraits
produces-e-4-aminostyryl-acetate	produces: (E)-4-Aminostyryl acetate	METPO:2000202	produces		(E)-4-Aminostyryl acetate	METPO:2000222	does not produce	knowledge_assertion	manual_agent	infores:metatraits
produces-r-lactate	produces: (R)-lactate	METPO:2000202	produces	CHEBI:16004	(R)-lactate	METPO:2000222	does not produce	knowledge_assertion	manual_agent	infores:metatraits
produces-s-azetidine-2-carboxylic-acid	produces: (S)-azetidine-2-carboxylic acid	METPO:2000202	produces	CHEBI:6198	(S)-azetidine-2-carboxylic acid	METPO:2000222	does not produce	knowledge_assertion	manual_agent	infores:metatraits
produces-s-lactate	produces: (S)-lactate	METPO:2000202	produces	CHEBI:16651	(S)-lactate	METPO:2000222	does not produce	knowledge_assertion	manual_agent	infores:metatraits
produces-2-dehydro-d-gluconate	produces: 2-dehydro-D-gluconate	METPO:2000202	produces	CHEBI:16808	2-dehydro-D-gluconate	METPO:2000222	does not produce	knowledge_assertion	manual_agent	infores:metatraits
produces-2-5-didehydro-d-gluconate	produces: 2,5-didehydro-D-gluconate	METPO:2000202	produces	CHEBI:11449	2,5-didehydro-D-gluconate	METPO:2000222	does not produce	knowledge_assertion	manual_agent	infores:metatraits
produces-2-5-didehydro-d-gluconic-acid	produces: 2,5-didehydro-D-gluconic acid	METPO:2000202	produces	CHEBI:18281	2,5-didehydro-D-gluconic acid	METPO:2000222	does not produce	knowledge_assertion	manual_agent	infores:metatraits
produces-2-isopentenylsaproxanthin	produces: 2&#39;-isopentenylsaproxanthin	METPO:2000202	produces		2&#39;-isopentenylsaproxanthin	METPO:2000222	does not produce	knowledge_assertion	manual_agent	infores:metatraits
produces-3-hydroxybutyrate	produces: 3-hydroxybutyrate	METPO:2000202	produces	CHEBI:37054	3-hydroxybutyrate	METPO:2000222	does not produce	knowledge_assertion	manual_agent	infores:metatraits
produces-3-phenylpropionate	produces: 3-phenylpropionate	METPO:2000202	produces	CHEBI:51057	3-phenylpropionate	METPO:2000222	does not produce	knowledge_assertion	manual_agent	infores:metatraits
produces-3-trehalosamine	produces: 3-trehalosamine	METPO:2000202	produces		3-trehalosamine	METPO:2000222	does not produce	knowledge_assertion	manual_agent	infores:metatraits
produces-4-fluoro-l-threonine	produces: 4-fluoro-L-threonine	METPO:2000202	produces	CHEBI:11986	4-fluoro-L-threonine	METPO:2000222	does not produce	knowledge_assertion	manual_agent	infores:metatraits
produces-4h-pyran-4-one	produces: 4h-pyran-4-one	METPO:2000202	produces	CHEBI:37966	4h-pyran-4-one	METPO:2000222	does not produce	knowledge_assertion	manual_agent	infores:metatraits
produces-5-azacytidine	produces: 5-azacytidine	METPO:2000202	produces	CHEBI:2038	5-azacytidine	METPO:2000222	does not produce	knowledge_assertion	manual_agent	infores:metatraits
produces-5-dehydro-d-gluconate	produces: 5-dehydro-D-gluconate	METPO:2000202	produces	CHEBI:58143	5-dehydro-D-gluconate	METPO:2000222	does not produce	knowledge_assertion	manual_agent	infores:metatraits
produces-5-6-dihydro-5-azathymidine	produces: 5,6-dihydro-5-azathymidine	METPO:2000202	produces		5,6-dihydro-5-azathymidine	METPO:2000222	does not produce	knowledge_assertion	manual_agent	infores:metatraits
produces-6-aminopenicillanic-acid	produces: 6-Aminopenicillanic acid	METPO:2000202	produces	CHEBI:16705	6-Aminopenicillanic acid	METPO:2000222	does not produce	knowledge_assertion	manual_agent	infores:metatraits
produces-7-hydro-8-methylpteroylglutamylglutamic-acid	produces: 7-Hydro-8-methylpteroylglutamylglutamic acid	METPO:2000202	produces		7-Hydro-8-methylpteroylglutamylglutamic acid	METPO:2000222	does not produce	knowledge_assertion	manual_agent	infores:metatraits
produces-8-azaguanine	produces: 8-azaguanine	METPO:2000202	produces	CHEBI:63486	8-azaguanine	METPO:2000222	does not produce	knowledge_assertion	manual_agent	infores:metatraits
produces-abikoviromycin	produces: abikoviromycin	METPO:2000202	produces		abikoviromycin	METPO:2000222	does not produce	knowledge_assertion	manual_agent	infores:metatraits
produces-aburamycin-a	produces: aburamycin A	METPO:2000202	produces		aburamycin A	METPO:2000222	does not produce	knowledge_assertion	manual_agent	infores:metatraits
produces-abyssomicin-b	produces: abyssomicin B	METPO:2000202	produces		abyssomicin B	METPO:2000222	does not produce	knowledge_assertion	manual_agent	infores:metatraits
produces-abyssomicin-c	produces: abyssomicin C	METPO:2000202	produces		abyssomicin C	METPO:2000222	does not produce	knowledge_assertion	manual_agent	infores:metatraits
produces-abyssomicin-d	produces: abyssomicin D	METPO:2000202	produces		abyssomicin D	METPO:2000222	does not produce	knowledge_assertion	manual_agent	infores:metatraits
produces-abyssomicin-g	produces: abyssomicin G	METPO:2000202	produces		abyssomicin G	METPO:2000222	does not produce	knowledge_assertion	manual_agent	infores:metatraits
produces-abyssomicin-h	produces: abyssomicin H	METPO:2000202	produces		abyssomicin H	METPO:2000222	does not produce	knowledge_assertion	manual_agent	infores:metatraits
produces-acetate	produces: acetate	METPO:2000202	produces	CHEBI:30089	acetate	METPO:2000222	does not produce	knowledge_assertion	manual_agent	infores:metatraits
produces-acetic-acid	produces: acetic acid	METPO:2000202	produces	CHEBI:16411	acetic acid	METPO:2000222	does not produce	knowledge_assertion	manual_agent	infores:metatraits
produces-acetoin	produces: acetoin	METPO:2000202	produces	CHEBI:15688	acetoin	METPO:2000222	does not produce	knowledge_assertion	manual_agent	infores:metatraits
produces-acetomycin	produces: acetomycin	METPO:2000202	produces		acetomycin	METPO:2000222	does not produce	knowledge_assertion	manual_agent	infores:metatraits
produces-acetone	produces: acetone	METPO:2000202	produces	CHEBI:15347	acetone	METPO:2000222	does not produce	knowledge_assertion	manual_agent	infores:metatraits
produces-acetylcholine	produces: acetylcholine	METPO:2000202	produces	CHEBI:15355	acetylcholine	METPO:2000222	does not produce	knowledge_assertion	manual_agent	infores:metatraits
produces-achromoviromycin	produces: achromoviromycin	METPO:2000202	produces		achromoviromycin	METPO:2000222	does not produce	knowledge_assertion	manual_agent	infores:metatraits
produces-achromycin	produces: achromycin	METPO:2000202	produces	CHEBI:27902	achromycin	METPO:2000222	does not produce	knowledge_assertion	manual_agent	infores:metatraits
produces-actinohivin	produces: actinohivin	METPO:2000202	produces		actinohivin	METPO:2000222	does not produce	knowledge_assertion	manual_agent	infores:metatraits
produces-actinomycetin	produces: actinomycetin	METPO:2000202	produces		actinomycetin	METPO:2000222	does not produce	knowledge_assertion	manual_agent	infores:metatraits
produces-actinomycin	produces: actinomycin	METPO:2000202	produces	CHEBI:15369	actinomycin	METPO:2000222	does not produce	knowledge_assertion	manual_agent	infores:metatraits
produces-actinomycin-a	produces: actinomycin A	METPO:2000202	produces		actinomycin A	METPO:2000222	does not produce	knowledge_assertion	manual_agent	infores:metatraits
produces-actinomycin-b	produces: actinomycin B	METPO:2000202	produces		actinomycin B	METPO:2000222	does not produce	knowledge_assertion	manual_agent	infores:metatraits
produces-actinomycin-c	produces: actinomycin C	METPO:2000202	produces		actinomycin C	METPO:2000222	does not produce	knowledge_assertion	manual_agent	infores:metatraits
produces-actinomycin-d	produces: actinomycin D	METPO:2000202	produces		actinomycin D	METPO:2000222	does not produce	knowledge_assertion	manual_agent	infores:metatraits
produces-actinomycin-x	produces: actinomycin X	METPO:2000202	produces		actinomycin X	METPO:2000222	does not produce	knowledge_assertion	manual_agent	infores:metatraits
produces-actinorhodin	produces: actinorhodin	METPO:2000202	produces	CHEBI:2448	actinorhodin	METPO:2000222	does not produce	knowledge_assertion	manual_agent	infores:metatraits
produces-actinotiocin	produces: actinotiocin	METPO:2000202	produces		actinotiocin	METPO:2000222	does not produce	knowledge_assertion	manual_agent	infores:metatraits
produces-adenomycin	produces: adenomycin	METPO:2000202	produces		adenomycin	METPO:2000222	does not produce	knowledge_assertion	manual_agent	infores:metatraits
produces-alanine	produces: alanine	METPO:2000202	produces	CHEBI:16449	alanine	METPO:2000222	does not produce	knowledge_assertion	manual_agent	infores:metatraits
produces-alanosine	produces: alanosine	METPO:2000202	produces		alanosine	METPO:2000222	does not produce	knowledge_assertion	manual_agent	infores:metatraits
produces-alazopeptin	produces: alazopeptin	METPO:2000202	produces		alazopeptin	METPO:2000222	does not produce	knowledge_assertion	manual_agent	infores:metatraits
produces-albocycline	produces: albocycline	METPO:2000202	produces		albocycline	METPO:2000222	does not produce	knowledge_assertion	manual_agent	infores:metatraits
produces-alboverticillin	produces: alboverticillin	METPO:2000202	produces		alboverticillin	METPO:2000222	does not produce	knowledge_assertion	manual_agent	infores:metatraits
produces-alpha-lipomycin	produces: alpha-Lipomycin	METPO:2000202	produces	CHEBI:80123	alpha-Lipomycin	METPO:2000222	does not produce	knowledge_assertion	manual_agent	infores:metatraits
produces-althiomycin	produces: althiomycin	METPO:2000202	produces	CHEBI:157683	althiomycin	METPO:2000222	does not produce	knowledge_assertion	manual_agent	infores:metatraits
produces-amicetin	produces: amicetin	METPO:2000202	produces		amicetin	METPO:2000222	does not produce	knowledge_assertion	manual_agent	infores:metatraits
produces-amicoumacin-b	produces: amicoumacin B	METPO:2000202	produces		amicoumacin B	METPO:2000222	does not produce	knowledge_assertion	manual_agent	infores:metatraits
produces-ammonia	produces: ammonia	METPO:2000202	produces	CHEBI:16134	ammonia	METPO:2000222	does not produce	knowledge_assertion	manual_agent	infores:metatraits
produces-ammonium	produces: ammonium	METPO:2000202	produces	CHEBI:28938	ammonium	METPO:2000222	does not produce	knowledge_assertion	manual_agent	infores:metatraits
produces-amphomycin	produces: amphomycin	METPO:2000202	produces		amphomycin	METPO:2000222	does not produce	knowledge_assertion	manual_agent	infores:metatraits
produces-amphotericin-a	produces: amphotericin A	METPO:2000202	produces		amphotericin A	METPO:2000222	does not produce	knowledge_assertion	manual_agent	infores:metatraits
produces-amphotericin-b	produces: amphotericin b	METPO:2000202	produces	CHEBI:2652	amphotericin b	METPO:2000222	does not produce	knowledge_assertion	manual_agent	infores:metatraits
produces-amphotericin-b	produces: amphotericin B	METPO:2000202	produces		amphotericin B	METPO:2000222	does not produce	knowledge_assertion	manual_agent	infores:metatraits
produces-angolamycin	produces: angolamycin	METPO:2000202	produces		angolamycin	METPO:2000222	does not produce	knowledge_assertion	manual_agent	infores:metatraits
produces-angustmycin	produces: angustmycin	METPO:2000202	produces		angustmycin	METPO:2000222	does not produce	knowledge_assertion	manual_agent	infores:metatraits
produces-anthracycline-antibiotic	produces: anthracycline antibiotic	METPO:2000202	produces	CHEBI:49322	anthracycline antibiotic	METPO:2000222	does not produce	knowledge_assertion	manual_agent	infores:metatraits
produces-anthramycin	produces: anthramycin	METPO:2000202	produces	CHEBI:40699	anthramycin	METPO:2000222	does not produce	knowledge_assertion	manual_agent	infores:metatraits
produces-antimycin-a3	produces: antimycin A3	METPO:2000202	produces		antimycin A3	METPO:2000222	does not produce	knowledge_assertion	manual_agent	infores:metatraits
produces-apramycin	produces: apramycin	METPO:2000202	produces	CHEBI:2790	apramycin	METPO:2000222	does not produce	knowledge_assertion	manual_agent	infores:metatraits
produces-aquayamycin	produces: aquayamycin	METPO:2000202	produces	CHEBI:31230	aquayamycin	METPO:2000222	does not produce	knowledge_assertion	manual_agent	infores:metatraits
produces-ardacin-a	produces: ardacin A	METPO:2000202	produces		ardacin A	METPO:2000222	does not produce	knowledge_assertion	manual_agent	infores:metatraits
produces-ardacin-b	produces: ardacin B	METPO:2000202	produces		ardacin B	METPO:2000222	does not produce	knowledge_assertion	manual_agent	infores:metatraits
produces-ardacin-c	produces: ardacin C	METPO:2000202	produces		ardacin C	METPO:2000222	does not produce	knowledge_assertion	manual_agent	infores:metatraits
produces-aristeromycin	produces: aristeromycin	METPO:2000202	produces		aristeromycin	METPO:2000222	does not produce	knowledge_assertion	manual_agent	infores:metatraits
produces-arizonin-a1	produces: arizonin A1	METPO:2000202	produces		arizonin A1	METPO:2000222	does not produce	knowledge_assertion	manual_agent	infores:metatraits
produces-arizonin-b1	produces: arizonin B1	METPO:2000202	produces		arizonin B1	METPO:2000222	does not produce	knowledge_assertion	manual_agent	infores:metatraits
produces-armentomycin	produces: armentomycin	METPO:2000202	produces		armentomycin	METPO:2000222	does not produce	knowledge_assertion	manual_agent	infores:metatraits
produces-ascamycin	produces: ascamycin	METPO:2000202	produces		ascamycin	METPO:2000222	does not produce	knowledge_assertion	manual_agent	infores:metatraits
produces-ascomycin	produces: ascomycin	METPO:2000202	produces	CHEBI:29582	ascomycin	METPO:2000222	does not produce	knowledge_assertion	manual_agent	infores:metatraits
produces-ascosin	produces: ascosin	METPO:2000202	produces		ascosin	METPO:2000222	does not produce	knowledge_assertion	manual_agent	infores:metatraits
produces-astaxanthin	produces: astaxanthin	METPO:2000202	produces	CHEBI:40968	astaxanthin	METPO:2000222	does not produce	knowledge_assertion	manual_agent	infores:metatraits
produces-astromicin	produces: astromicin	METPO:2000202	produces	CHEBI:37923	astromicin	METPO:2000222	does not produce	knowledge_assertion	manual_agent	infores:metatraits
produces-atrop-abyssomicin-c	produces: atrop-abyssomicin C	METPO:2000202	produces		atrop-abyssomicin C	METPO:2000222	does not produce	knowledge_assertion	manual_agent	infores:metatraits
produces-aurachin-re	produces: aurachin RE	METPO:2000202	produces		aurachin RE	METPO:2000222	does not produce	knowledge_assertion	manual_agent	infores:metatraits
produces-aureothricin	produces: aureothricin	METPO:2000202	produces	CHEBI:156452	aureothricin	METPO:2000222	does not produce	knowledge_assertion	manual_agent	infores:metatraits
produces-avermectin	produces: avermectin	METPO:2000202	produces	CHEBI:50344	avermectin	METPO:2000222	does not produce	knowledge_assertion	manual_agent	infores:metatraits
produces-avoparcin	produces: avoparcin	METPO:2000202	produces		avoparcin	METPO:2000222	does not produce	knowledge_assertion	manual_agent	infores:metatraits
produces-azacolutin	produces: azacolutin	METPO:2000202	produces		azacolutin	METPO:2000222	does not produce	knowledge_assertion	manual_agent	infores:metatraits
produces-azaserine	produces: azaserine	METPO:2000202	produces	CHEBI:74846	azaserine	METPO:2000222	does not produce	knowledge_assertion	manual_agent	infores:metatraits
produces-azomycin	produces: azomycin	METPO:2000202	produces	CHEBI:67135	azomycin	METPO:2000222	does not produce	knowledge_assertion	manual_agent	infores:metatraits
produces-azureomycin	produces: azureomycin	METPO:2000202	produces		azureomycin	METPO:2000222	does not produce	knowledge_assertion	manual_agent	infores:metatraits
produces-bacteriochlorophyll-a	produces: bacteriochlorophyll a	METPO:2000202	produces	CHEBI:30033	bacteriochlorophyll a	METPO:2000222	does not produce	knowledge_assertion	manual_agent	infores:metatraits
produces-bacteriochlorophyll-alpha	produces: Bacteriochlorophyll alpha	METPO:2000202	produces	CHEBI:30033	Bacteriochlorophyll alpha	METPO:2000222	does not produce	knowledge_assertion	manual_agent	infores:metatraits
produces-bacteriochlorophyll-alpha	produces: bacteriochlorophyll alpha	METPO:2000202	produces	CHEBI:30033	bacteriochlorophyll alpha	METPO:2000222	does not produce	knowledge_assertion	manual_agent	infores:metatraits
produces-bacteriocin-isk-1	produces: bacteriocin ISK-1	METPO:2000202	produces		bacteriocin ISK-1	METPO:2000222	does not produce	knowledge_assertion	manual_agent	infores:metatraits
produces-bafilomycin	produces: bafilomycin	METPO:2000202	produces		bafilomycin	METPO:2000222	does not produce	knowledge_assertion	manual_agent	infores:metatraits
produces-balhimycin	produces: balhimycin	METPO:2000202	produces		balhimycin	METPO:2000222	does not produce	knowledge_assertion	manual_agent	infores:metatraits
produces-bambermycin	produces: bambermycin	METPO:2000202	produces	CHEBI:28908	bambermycin	METPO:2000222	does not produce	knowledge_assertion	manual_agent	infores:metatraits
produces-bamicetin	produces: bamicetin	METPO:2000202	produces		bamicetin	METPO:2000222	does not produce	knowledge_assertion	manual_agent	infores:metatraits
produces-bandamycin	produces: bandamycin	METPO:2000202	produces		bandamycin	METPO:2000222	does not produce	knowledge_assertion	manual_agent	infores:metatraits
produces-berninamycin	produces: berninamycin	METPO:2000202	produces		berninamycin	METPO:2000222	does not produce	knowledge_assertion	manual_agent	infores:metatraits
produces-beta-ethynylserine	produces: beta-ethynylserine	METPO:2000202	produces	CHEBI:144833	beta-ethynylserine	METPO:2000222	does not produce	knowledge_assertion	manual_agent	infores:metatraits
produces-beta-hydroxybutyrate	produces: beta-hydroxybutyrate	METPO:2000202	produces	CHEBI:8295	beta-hydroxybutyrate	METPO:2000222	does not produce	knowledge_assertion	manual_agent	infores:metatraits
produces-beta-lipomycin	produces: beta-Lipomycin	METPO:2000202	produces		beta-Lipomycin	METPO:2000222	does not produce	knowledge_assertion	manual_agent	infores:metatraits
