substrate_label	card_count	example_cards	metatraits_chebi_id	chebi_label_from_oak	label_match	kgm_chebi_id	kgm_chebi_label	kgm_label_match	kgm_matches_metatraits	audit_status
urease (EC3.5.1.5)	1	enzyme-activity-urease-ec3-5-1-5			no_curie			not_found	n/a	no_curie
uridine	1	carbon-source-uridine	CHEBI:16704	uridine	exact			not_found	n/a	verified
urocanic acid	1	carbon-source-urocanic-acid	CHEBI:27248	urocanic acid	exact			not_found	n/a	verified
valerate	2	assimilation-valerate; carbon-source-valerate	CHEBI:31011	valerate	exact			not_found	n/a	verified
validamycin	1	produces-validamycin	CHEBI:83745	validamycins	mismatch			not_found	n/a	mismatch
valine	1	produces-valine	CHEBI:27266	valine	exact			not_found	n/a	verified
valine arylamidase	1	enzyme-activity-valine-arylamidase			no_curie			not_found	n/a	no_curie
valinomycin	1	produces-valinomycin	CHEBI:28545	valinomycin	exact			not_found	n/a	verified
vancomycin	1	produces-vancomycin	CHEBI:28001	vancomycin	exact			not_found	n/a	verified
vancoresmycin	1	produces-vancoresmycin			no_curie			not_found	n/a	no_curie
venturicidin A	1	produces-venturicidin-a			no_curie			not_found	n/a	no_curie
venturicidin B	1	produces-venturicidin-b			no_curie			not_found	n/a	no_curie
verdamycin	1	produces-verdamycin			no_curie			not_found	n/a	no_curie
viomycin	1	produces-viomycin	CHEBI:15782	viomycin	exact			not_found	n/a	verified
viridogrisein	1	produces-viridogrisein			no_curie			not_found	n/a	no_curie
vitamin B12	1	produces-vitamin-b12	CHEBI:176843	vitamin B12	exact	CHEBI:176843	vitamin B12	exact	yes	verified
vulgamycin	1	produces-vulgamycin			no_curie			not_found	n/a	no_curie
vulgarin	1	produces-vulgarin	CHEBI:10024	Vulgarin	exact			not_found	n/a	verified
xanthine	1	hydrolysis-xanthine	CHEBI:15318	xanthine	exact			not_found	n/a	verified
xanthocidin	1	produces-xanthocidin			no_curie			not_found	n/a	no_curie
xylan	3	carbon-source-xylan; degradation-xylan; hydrolysis-xylan	CHEBI:37166	xylan	exact	CHEBI:37166	xylan	exact	yes	verified
xylitol	1	carbon-source-xylitol	CHEBI:17151	xylitol	exact			not_found	n/a	verified
xylose	5	assimilation-xylose; carbon-source-xylose; fermentation-xylose	CHEBI:18222	xylose	exact	CHEBI:18222	xylose	exact	yes	verified
yeast extract	6	carbon-source-yeast-extract; electron-donor-yeast-extract; energy-source-yeast-extract	CHEBI:15022	electron donor	mismatch			not_found	n/a	mismatch
yeast extract (0.01 %, w/v)	1	growth-yeast-extract-0-01-w-v			no_curie			not_found	n/a	no_curie
yellow pigment	1	cell-color-yellow-pigment			no_curie			not_found	n/a	no_curie
zeaxanthin	1	produces-zeaxanthin	CHEBI:27547	zeaxanthin	exact			not_found	n/a	verified
